aco_id,aco_name,participant_org,service_area,agreement_period,initial_start_date,current_start_date,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,public_website,source_id
A1392,"Asian American Accountable Care Organization, LLC","THOMAS LYO MEDICAL, P.C.",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",TINA HE,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Titan Medical Office PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Tong Medical PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Trinity Medical Healthcare PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",TSE MEDICAL PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Tze On Poon, MD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",UNION WOMEN CARE OBGYN PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",UNIT OF INTERNAL MEDICAL CARE PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Universal Medical Service, Llc",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Vuy Li Physician, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",WAI LAP LEUNG,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",WANG SHENG MEDICAL PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","WARREN W. CHIN, MD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Wei Liao, MD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Wei Wang,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Weibo Medical Care, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Weiyan Tan Physician, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",WELLSURE MEDICAL PRACTICE P.C.,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Wen Ray Thomas Hsu, MD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Women's Health & Wellness Medical Assoc, PLLC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",WONG KOON,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",WU XUXIA MEDICINE PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Wuhua Jing, MD, PhD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",XIAN MEDICAL CARE PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",XIANDONG SHI,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",XIAORONG HE PHYSICIAN PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",XIAOXIA ZHANG MD PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Xie Yi Medical Office PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","Xu Z. Chen Psychiatrist, PLLC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YAN WANG MEDICAL P.C.,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YANLUN LI MEDICAL PRACTICE PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","YI S CHEN, D.O., PLLC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Yiqun Hui Md Pllc,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","YONG MAX YU MD, PC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC","YORK MEDICAL, PLLC",NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YUANCONG WANG DO PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YUEN WAI HUI,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YULIN MEDICINE PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Yun Feng Medical PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YUN HEE CHUNG MD PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YUN JAE CHO MEDICAL PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",YUPING CHEN,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",ZHANG & CHENG MEDICAL PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",ZHENQING BRETT WU MD PLLC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Zhiguang Zhang,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",ZHU PING ZHOU MD PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",Zoe Liu Medical Office PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",ZOVA LIU,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A1392,"Asian American Accountable Care Organization, LLC",ZWH MEDICAL CARE PC,NY,4,07/01/2012,01/01/2022,0,N/A,1,0,1,https://www.aaaco.us/?page_id=103,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,A SHAWN ADHAMI M D A PROFESSIONAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"AIRLINE COMPLETE HEALTHCARE OF TEXAS, LTD,LLP","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ALEXANDER FORD,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,Alvin D Wong MD,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,AMG A PROFESSIONAL MEDICAL CORP,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ANABI MEDICAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"ANDREW W. LIAO, M.D., INC","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ANGELA LII,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ANGELA W LIAO MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,APOLLO FAMILY MEDICINE AND SLEEP MEDICINE INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ARTHUR LIPPER,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ATA T SALEK,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"BALBIR SINGH, M.D., INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"BETTER CARE MEDICAL GROUP, INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"BINA A KAMDAR MD, INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,BURLINGAME-PACIFICA MEDICAL GROUP INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,CARLOS E AGUILAR M D P A,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,CHINATOWN SERVICE CENTER,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"CHUK W. KWAN, MD INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,DAGHER MD MEDICAL GROUP INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,DARIUS WANIA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"DAVID GU, DO, A PROFESSIONAL CORPORATION","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,DENNIS S LIU MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"E LIN, DO, INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,EASTERN MEDICAL CENTER PROFESSIONAL MEDICAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,EDWARD CHAN,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,EDWARD Z XU MEDICAL INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ELENA CHETVER,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,EMERALD SEINMAYA TAY M D A PROFESSIONAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ERIC LIM,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,GARTH TANNER,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,GARY LAI,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,GEORGE MA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,GOLDOME HEALTHCARE INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,GRASS VALLEY EXTENDED CARE INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HANS YU,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HAWAII ISLAND HEALTHCARE INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HEALTH ALLIANCE MEDICAL GROUP,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HEALTHCARE & KIDNEY CLINIC A PROFESSIONAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HERMENEGILDO G ANGELES JR MD APC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"HILO FAMILY HEALTH CLINIC, INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HONG LIANG MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HONGSHENG WEI,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,HUO CHEN MD A MEDICAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ICHIMI DOUSHIN RESOURCES INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,IMD MEDICAL GROUP INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"JACK WU, M.D., INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,JOHN LAI AND KEVIN WONG MEDICAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,JOHN LIU,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"KAMALAKAR RAMBHATLA, MD, INC A PROFESSIONAL CORPORATION","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KAPOLEI FAMILY MEDICAL CENTER INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KENNETH H CHANG MD A MEDICAL CORP,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KESHENG WU MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KRISTIN F WONG MD A PROFESSIONAL CORPORATION,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KUAN CHENG CHEN MD CORP,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,KYAW LYN MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,L&P MEDICAL GROUP,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,LA CASA DE BUENA SALUD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,LA FAMILIA MEDICAL GROUP INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,LIM L TAW MEDICAL CORP.,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"LOANNE B. TRAN, MD INC.","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,LYNN WANG,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,MANUEL L H CANGA MD INCORPORATED,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,MARIA SUSAN BUHAY-MAGLUNOG MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"MARK D COOK, MD, INC","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,MELISSA C WONG MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,NOBLE PRIMARY CARE ASSOCIATES PA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,NORTH TEXAS INTERNAL MEDICINE ASSOCIATES PA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,ONE MEDIC LANE PHYSICIANS PLLC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,PATHWAY MEDICAL GROUP INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,"PETER C. CHI, MEDICAL CORPORATION","CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,PLUS CARE PA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,PRESBYTERIAN MEDICAL SERVICES,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,QINGQUAN MEDICAL INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,R. CRAIG NETZER MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,RAJ K BHALLA MD PA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,RIZWANA HUSSAIN,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,RUBEN S CASABAR MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,S K MEDICAL GROUP INC.,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,SHERRY XIE,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,SHU-WING CHAN MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,SOUTHEAST TEXAS INTERNAL MEDICINE PA,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
A5450,Astrana Care Partners ACO,SREEDHAR CHAVA MD INC,"CA, HI, NM, TX",1,01/01/2024,01/01/2024,0,N/A,1,0,1,https://www.astranacarepartners.com/,cms_mssp_aco_py2026
