npi,org_name,city,state,search_state,primary_taxonomy,category
1972570265,HARPERS FERRY RESCUE UNIT FUND,Harpers Ferry,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1770620619,HINTON FIRE RESCUE INC,Hinton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1396883393,HOLY CROSS & N BUENA VISTA FIRE DEPT INC,Holy Cross,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1790841088,IRETON COMMUNITY FIRE DEPARTMENT INC,Ireton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1871277905,JEFFERSON COUNTY,Fairfield,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1891855011,JEFFERSON COUNTY AREA AMBULANCE INC,Fairfield,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1013073311,KAMRAR VOLUNTEER FIRE AND RESCUE,Kamrar,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1588283881,"KEOKUK FIRE DEPARTMENT, CITY OF KEOKUK",Keokuk,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1073539375,KEY WEST FIRE AND EMS ASSOCIATION,Dubuque,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1437216405,KEY WEST FIRE DEPARTMENT,Dubuque,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1215783071,KIRON FIRE DEPARTMENT INCORPORATED,Kiron,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1023142932,LACONA FIRE AND RESCUE,Lacona,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1225633092,LEE COUNTY AUDITOR,Donnellson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1205931086,"LEE COUNTY EMS AMBULANCE, INC.",Donnellson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1588614747,LEWIS TOWNSHIP TRUSTEES,Council Bluffs,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1285723163,"MALVERN VOLUNTEER RESCUE, INC.",Malvern,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1326013848,MENLO COMMUNITY FIRE ASSOCIATION,Menlo,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1942239884,MOVILLE AMBULANCE AND RESCUE SQUAD,Moville,IA,IA,Ambulance,municipal-fire-volunteer
1477614774,NEW ALBIN VOLUNTEER FIRE DEPARTMENT,New Albin,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1144386806,NEW SHARON FIRE AND RESCUE ASSOCIATION INCORPORATED,New Sharon,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1083770309,NEWARK COLFAX TOWNSHIP FIRE BOARD,Vincent,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1255417101,"NORA SPRINGS VOLUNTEER AMBULANCE SERVICE, INC.",Nora Springs,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1659057982,NORTHWOOD VOLUNTEER FIRE COMPANY,Northwood,IA,IA,Ambulance,municipal-fire-volunteer
1376582122,OXFORD JUNCTION FIRE DEPARTMENT,Oxford Junction,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1093765240,PERCIVAL VOLUNTEER FIREMEN INCORPORATED,Percival,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1730197401,PLEASANTVILLE FIRE RESCUE,Pleasantville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1447050158,PORTSMOUTH FIRE DEPARTMENT FOUNDATION,Portsmouth,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1386728830,RINGSTED BENEFITTED FIRE DIST,Ringsted,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1720014517,RIVERTON VOLUNTEER FIRE AND RESCUE,Riverton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1477697506,1CITY OF BAYARD,Bayard,IA,IA,"Ambulance, Land Transport",private
1689979015,ADVANCED MEDICAL TRANSPORT OF IOWA,Iowa City,IA,IA,Ambulance,private
1295970689,ALLAMAKEE EMS ASSOCIATION,Waukon,IA,IA,"Ambulance, Land Transport",private
1972585966,ANAMOSA AREA AMBULANCE SERVICE,Anamosa,IA,IA,"Ambulance, Land Transport",private
1265567861,ANDOVER AMBULANCE SERVICE,Andover,IA,IA,Ambulance,private
1093744195,ANTHON COMMUNITY AMBULANCE SERVICE INCORPORATED,Anthon,IA,IA,"Ambulance, Land Transport",private
1447397005,ARLINGTON AREA AMBULANCE,Arlington,IA,IA,Ambulance,private
1457440521,BATTLE CREEK COMMUNITY AMBULANCE,Battle Creek,IA,IA,"Ambulance, Land Transport",private
1689898975,BELLE PLAINE AREA AMBULANCE SERVICE INC,Belle Plaine,IA,IA,Ambulance,private
1013054089,BENTON-LINN AMBULANCE SERVICE INC,Palo,IA,IA,"Ambulance, Land Transport",private
1720473812,"CARE AMBULANCE, LLC",Iowa City,IA,IA,Ambulance,private
1740594118,CASCADE CITY,Cascade,IA,IA,"Ambulance, Land Transport",private
1538154323,CENTER POINT AMBULANCE SERVICE INC,Center Point,IA,IA,"Ambulance, Land Transport",private
1154463081,CHICKASAW AMBULANCE SERVICE INC,Fredericksburg,IA,IA,"Ambulance, Land Transport",private
1174532246,COMMUNITY AMBULANCE SERVICE OF PRESTON IOWA,Preston,IA,IA,"Ambulance, Land Transport",private
1457363483,DANBURY COMMUNITY AMBULANCE SERVICE,Danbury,IA,IA,"Ambulance, Land Transport",private
1184989576,DENVER AMBULANCE SERVICE,Denver,IA,IA,"Ambulance, Land Transport",private
1558396275,DENVER AMBULANCE SERVICE,Denver,IA,IA,"Ambulance, Land Transport",private
1821167883,"DURANT AMBULANCE SERVICE, INC.",Durant,IA,IA,"Ambulance, Land Transport",private
1780499129,EMS TEAM OF IOWA LLC,Des Moines,IA,IA,Ambulance,private
1568527356,EPWORTH COMMUNITY FIREMEN,Epworth,IA,IA,"Ambulance, Land Transport",private
1528848587,EVENT MEDICAL SERVICES AMBULANCE INC,Marshalltown,IA,IA,"Ambulance, Land Transport",private
1740442458,"FARLEY EMERGENCY MEDICAL SERVICES, INC",Farley,IA,IA,"Ambulance, Land Transport",private
1063574945,FARNHAMVILLE EMS,Farnhamville,IA,IA,"Ambulance, Land Transport",private
1528119195,FOREST CITY AMBULANCE SERVICE,Forest City,IA,IA,"Ambulance, Land Transport",private
1417390832,FRASER TRANSPORTATION INC,Iowa City,IA,IA,"Ambulance, Land Transport",private
1710047691,"FRASER TRANSPORTATION SERVICES, LLC",Des Moines,IA,IA,"Ambulance, Land Transport",private
1952467391,GILMORE CITY INC,Gilmore City,IA,IA,"Ambulance, Land Transport",private
1083556617,GUARDIAN OF LIFE LLC,Grinnell,IA,IA,"Ambulance, Land Transport",private
1780843532,HEARTLAND EMS SYSTEM,Dubuque,IA,IA,Ambulance,private
1205885712,"HEARTLAND EMS, INC.",Wautoma,WI,IA,"Ambulance, Land Transport",private
1396487229,HEARTLAND MEDICAL TRANSPORT LLC,Ottumwa,IA,IA,"Ambulance, Land Transport",private
1396787529,IDA GROVE AMBULANCE SERVICE,Ida Grove,IA,IA,"Ambulance, Land Transport",private
