NPI,Entity Type Code,Replacement NPI,Provider Organization Name (Legal Business Name),Provider Last Name (Legal Name),Provider First Name,Provider Middle Name,Provider Name Prefix Text,Provider Name Suffix Text,Provider Credential Text,Provider First Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Authorized Official Last Name,Authorized Official First Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider Enumeration Date,Last Update Date,NPI Deactivation Date,NPI Reactivation Date,Is Sole Proprietor,Healthcare Provider Taxonomy Code_1,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Provider License Number_2,Provider License Number State Code_2,Healthcare Provider Primary Taxonomy Switch_2
1000007140,2,,WILLIAMS CARDIOLOGY PLLC,,,,,,,,,,,5019 HURON ST,,DALLAS,TX,752010000,,WILLIAMS,SARAH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000007074,1,,,WILLIAMS,JAMES,,,,MD,5019 HURON ST,DALLAS,TX,752011234,5019 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,TX72109,TX,Y,207R00000X,,TX,N
1000007280,2,,BROWN CARDIOLOGY PLLC,,,,,,,,,,,1050 GASTON ST,,CHICAGO,IL,606110000,,BROWN,DAVID,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000007215,1,,,BROWN,ANA,,,,PA,1050 GASTON ST,CHICAGO,IL,606111234,1050 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,IL20058,IL,Y,207R00000X,,IL,N
1000007421,2,,BROWN FAMILY MEDICINE PLLC,,,,,,,,,,,2463 MAIN ST,,CHICAGO,IL,606110000,,BROWN,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000007355,1,,,BROWN,RAJ,,,,NP,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,IL91415,IL,Y,207R00000X,,IL,N
1000007496,1,,,SMITH,ANA,,,,NP,7524 FANNIN ST,NEW YORK,NY,100161234,7524 FANNIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,NY70904,NY,Y,,,,
1000007561,1,,,GARCIA,JAMES,,,,PA,7105 FANNIN ST,PHOENIX,AZ,850041234,7105 FANNIN ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,AZ47956,AZ,Y,207R00000X,,AZ,N
1000007637,1,,,SMITH,MARY,,,,MD,7105 FANNIN ST,PHOENIX,AZ,850041234,7105 FANNIN ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,AZ28578,AZ,Y,208D00000X,,AZ,N
1000007777,2,,NGUYEN FAMILY MEDICINE PLLC,,,,,,,,,,,9838 HURON ST,,PHOENIX,AZ,850040000,,NGUYEN,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000007702,1,,,NGUYEN,DAVID,,,,NP,9838 HURON ST,PHOENIX,AZ,850041234,9838 HURON ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,AZ57865,AZ,Y,207R00000X,,AZ,N
1000007918,2,,GARCIA CARDIOLOGY PLLC,,,,,,,,,,,7524 FANNIN ST,,NEW YORK,NY,100160000,,GARCIA,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000007843,1,,,GARCIA,ANA,,,,NP,7524 FANNIN ST,NEW YORK,NY,100161234,7524 FANNIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,NY64549,NY,Y,208D00000X,,NY,N
1000007983,1,,,SMITH,SARAH,,,,PA,9279 GASTON ST,DENVER,CO,802021234,9279 GASTON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO35656,CO,Y,208D00000X,,CO,N
1000008056,1,,,SMITH,ANA,,,,PA,5240 FANNIN ST,DENVER,CO,802021234,5240 FANNIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,CO57278,CO,Y,208D00000X,,CO,N
1000008197,2,,BROWN CARDIOLOGY PLLC,,,,,,,,,,,3474 HURON ST,,DENVER,CO,802020000,,BROWN,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000008122,1,,,BROWN,SARAH,,,,NP,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO42679,CO,Y,208D00000X,,CO,N
1000008338,2,,PATEL FAMILY MEDICINE PLLC,,,,,,,,,,,3045 GASTON ST,,CHICAGO,IL,606110000,,PATEL,DAVID,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000008262,1,,,PATEL,SARAH,,,,PA,3045 GASTON ST,CHICAGO,IL,606111234,3045 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,IL20561,IL,Y,208D00000X,,IL,N
1000008403,1,,,GARCIA,ANA,,,,MD,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,CO32382,CO,Y,,,,
1000008544,2,,GARCIA FAMILY MEDICINE PLLC,,,,,,,,,,,7524 FANNIN ST,,NEW YORK,NY,100160000,,GARCIA,RAJ,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000008478,1,,,GARCIA,DAVID,,,,NP,7524 FANNIN ST,NEW YORK,NY,100161234,7524 FANNIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,NY95982,NY,Y,208D00000X,,NY,N
1000008619,1,,,NGUYEN,JAMES,,,,DO,7524 FANNIN ST,NEW YORK,NY,100161234,7524 FANNIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,NY82140,NY,Y,207R00000X,,NY,N
1000008684,1,,,GARCIA,MARY,,,,DO,6599 MAIN ST,DENVER,CO,802021234,6599 MAIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,CO32897,CO,Y,208D00000X,,CO,N
1000008825,2,,NGUYEN CARDIOLOGY PLLC,,,,,,,,,,,9279 GASTON ST,,DENVER,CO,802020000,,NGUYEN,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000008759,1,,,NGUYEN,LINH,,,,DO,9279 GASTON ST,DENVER,CO,802021234,9279 GASTON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,CO64104,CO,Y,208D00000X,,CO,N
1000008965,2,,NGUYEN FAMILY MEDICINE PLLC,,,,,,,,,,,9838 HURON ST,,PHOENIX,AZ,850040000,,NGUYEN,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000008890,1,,,NGUYEN,ANA,,,,NP,9838 HURON ST,PHOENIX,AZ,850041234,9838 HURON ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,AZ26498,AZ,Y,208D00000X,,AZ,N
1000009039,1,,,JOHNSON,SARAH,,,,MD,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,TX14226,TX,Y,208D00000X,,TX,N
1000009104,1,,,WILLIAMS,JAMES,,,,PA,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,CO68844,CO,Y,,,,
1000009245,2,,BROWN FAMILY MEDICINE PLLC,,,,,,,,,,,6599 MAIN ST,,DENVER,CO,802020000,,BROWN,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000009179,1,,,BROWN,DAVID,,,,MD,6599 MAIN ST,DENVER,CO,802021234,6599 MAIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,CO21141,CO,Y,207R00000X,,CO,N
1000009385,2,,JOHNSON FAMILY MEDICINE PLLC,,,,,,,,,,,7867 MAIN ST,,DALLAS,TX,752010000,,JOHNSON,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000009310,1,,,JOHNSON,MARY,,,,NP,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,TX24697,TX,Y,,,,
1000009450,1,,,NGUYEN,SARAH,,,,MD,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,IL80448,IL,Y,208D00000X,,IL,N
1000009591,2,,GARCIA FAMILY MEDICINE PLLC,,,,,,,,,,,2463 MAIN ST,,CHICAGO,IL,606110000,,GARCIA,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000009526,1,,,GARCIA,MARY,,,,PA,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,IL81696,IL,Y,,,,
1000009666,1,,,WILLIAMS,DAVID,,,,PA,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO43719,CO,Y,207R00000X,,CO,N
1000009732,1,,,WILLIAMS,DAVID,,,,NP,6599 MAIN ST,DENVER,CO,802021234,6599 MAIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,CO57489,CO,Y,207R00000X,,CO,N
1000009872,2,,GARCIA CARDIOLOGY PLLC,,,,,,,,,,,742 MAIN ST,,NEW YORK,NY,100160000,,GARCIA,SARAH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000009807,1,,,GARCIA,JAMES,,,,DO,742 MAIN ST,NEW YORK,NY,100161234,742 MAIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,NY36268,NY,Y,,,,
1000009948,1,,,JOHNSON,LINH,,,,PA,9651 MAIN ST,HOUSTON,TX,770301234,9651 MAIN ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,TX39271,TX,Y,208D00000X,,TX,N
1000010011,1,,,GARCIA,ANA,,,,MD,7524 FANNIN ST,NEW YORK,NY,100161234,7524 FANNIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,NY13097,NY,Y,,,,
1000010086,1,,,JOHNSON,DAVID,,,,NP,2034 HURON ST,DENVER,CO,802021234,2034 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO20402,CO,Y,207R00000X,,CO,N
1000010227,2,,PATEL CARDIOLOGY PLLC,,,,,,,,,,,9364 MAIN ST,,DALLAS,TX,752010000,,PATEL,MARY,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010151,1,,,PATEL,RAJ,,,,PA,9364 MAIN ST,DALLAS,TX,752011234,9364 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207RG0100X,TX53476,TX,Y,,,,
1000010367,2,,SMITH CARDIOLOGY PLLC,,,,,,,,,,,7204 HURON ST,,DALLAS,TX,752010000,,SMITH,SARAH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010292,1,,,SMITH,JAMES,,,,DO,7204 HURON ST,DALLAS,TX,752011234,7204 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,TX56744,TX,Y,208D00000X,,TX,N
1000010508,2,,GARCIA CARDIOLOGY PLLC,,,,,,,,,,,7867 MAIN ST,,DALLAS,TX,752010000,,GARCIA,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010433,1,,,GARCIA,ANA,,,,DO,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,TX57742,TX,Y,207R00000X,,TX,N
1000010649,2,,GARCIA FAMILY MEDICINE PLLC,,,,,,,,,,,5704 GASTON ST,,HOUSTON,TX,770300000,,GARCIA,DAVID,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010573,1,,,GARCIA,ANA,,,,MD,5704 GASTON ST,HOUSTON,TX,770301234,5704 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,TX43687,TX,Y,207R00000X,,TX,N
1000010789,2,,NGUYEN CARDIOLOGY PLLC,,,,,,,,,,,1050 GASTON ST,,CHICAGO,IL,606110000,,NGUYEN,RAJ,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010714,1,,,NGUYEN,LINH,,,,MD,1050 GASTON ST,CHICAGO,IL,606111234,1050 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,IL51482,IL,Y,208D00000X,,IL,N
1000010854,1,,,WILLIAMS,JAMES,,,,PA,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,IL60661,IL,Y,207R00000X,,IL,N
1000010920,1,,,PATEL,MARY,,,,MD,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,TX29833,TX,Y,207R00000X,,TX,N
1000011068,2,,JOHNSON FAMILY MEDICINE PLLC,,,,,,,,,,,2034 HURON ST,,DENVER,CO,802020000,,JOHNSON,MARY,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000010995,1,,,JOHNSON,SARAH,,,,MD,2034 HURON ST,DENVER,CO,802021234,2034 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,CO61338,CO,Y,208D00000X,,CO,N
1000011134,1,,,SMITH,MARY,,,,PA,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,CO19458,CO,Y,,,,
1000011274,2,,NGUYEN FAMILY MEDICINE PLLC,,,,,,,,,,,9220 GASTON ST,,HOUSTON,TX,770300000,,NGUYEN,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000011209,1,,,NGUYEN,DAVID,,,,PA,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,TX40696,TX,Y,208D00000X,,TX,N
1000011340,1,,,NGUYEN,SARAH,,,,MD,7105 FANNIN ST,PHOENIX,AZ,850041234,7105 FANNIN ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,AZ48506,AZ,Y,,,,
1000011480,2,,NGUYEN FAMILY MEDICINE PLLC,,,,,,,,,,,9220 GASTON ST,,HOUSTON,TX,770300000,,NGUYEN,MARY,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000011415,1,,,NGUYEN,ANA,,,,DO,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,TX42157,TX,Y,,,,
1000011621,2,,NGUYEN CARDIOLOGY PLLC,,,,,,,,,,,2463 MAIN ST,,CHICAGO,IL,606110000,,NGUYEN,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000011555,1,,,NGUYEN,MARY,,,,DO,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,IL95632,IL,Y,208D00000X,,IL,N
1000011696,1,,,SMITH,JAMES,,,,NP,7204 HURON ST,DALLAS,TX,752011234,7204 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,TX25625,TX,Y,208D00000X,,TX,N
1000011761,1,,,JOHNSON,RAJ,,,,DO,8879 MAIN ST,DALLAS,TX,752011234,8879 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207RG0100X,TX89041,TX,Y,207R00000X,,TX,N
1000011837,1,,,BROWN,DAVID,,,,NP,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,TX14909,TX,Y,207R00000X,,TX,N
1000011977,2,,PATEL CARDIOLOGY PLLC,,,,,,,,,,,9458 GASTON ST,,DALLAS,TX,752010000,,PATEL,DAVID,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000011902,1,,,PATEL,DAVID,,,,DO,9458 GASTON ST,DALLAS,TX,752011234,9458 GASTON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,2025-08-01,,Y,207R00000X,TX52893,TX,Y,208D00000X,,TX,N
1000012041,1,,,JOHNSON,ANA,,,,PA,9458 GASTON ST,DALLAS,TX,752011234,9458 GASTON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,2025-08-01,,Y,207Q00000X,TX63499,TX,Y,207R00000X,,TX,N
1000012116,1,,,BROWN,JAMES,,,,DO,7204 HURON ST,DALLAS,TX,752011234,7204 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207RG0100X,TX45542,TX,Y,207R00000X,,TX,N
1000012181,1,,,PATEL,LINH,,,,NP,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,CO64584,CO,Y,207R00000X,,CO,N
1000012256,1,,,BROWN,DAVID,,,,PA,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207RC0000X,IL10770,IL,Y,,,,
1000012322,1,,,JOHNSON,RAJ,,,,PA,3474 HURON ST,DENVER,CO,802021234,3474 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO27036,CO,Y,208D00000X,,CO,N
1000012397,1,,,SMITH,RAJ,,,,DO,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,IL55605,IL,Y,207R00000X,,IL,N
1000012462,1,,,JOHNSON,SARAH,,,,DO,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,IL26600,IL,Y,207R00000X,,IL,N
1000012603,2,,GARCIA CARDIOLOGY PLLC,,,,,,,,,,,8879 MAIN ST,,DALLAS,TX,752010000,,GARCIA,LINH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000012538,1,,,GARCIA,DAVID,,,,DO,8879 MAIN ST,DALLAS,TX,752011234,8879 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,TX91402,TX,Y,,,,
1000012678,1,,,BROWN,LINH,,,,DO,9651 MAIN ST,HOUSTON,TX,770301234,9651 MAIN ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,2025-08-01,,N,207RG0100X,TX57082,TX,Y,207R00000X,,TX,N
1000012819,2,,JOHNSON CARDIOLOGY PLLC,,,,,,,,,,,7204 HURON ST,,DALLAS,TX,752010000,,JOHNSON,LINH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000012744,1,,,JOHNSON,SARAH,,,,MD,7204 HURON ST,DALLAS,TX,752011234,7204 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,TX25431,TX,Y,207R00000X,,TX,N
1000012884,1,,,NGUYEN,LINH,,,,DO,7105 FANNIN ST,PHOENIX,AZ,850041234,7105 FANNIN ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,AZ61014,AZ,Y,,,,
1000012959,1,,,PATEL,LINH,,,,PA,742 MAIN ST,NEW YORK,NY,100161234,742 MAIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,2025-08-01,,N,363LF0000X,NY40834,NY,Y,207R00000X,,NY,N
1000013023,1,,,BROWN,ANA,,,,MD,7105 FANNIN ST,PHOENIX,AZ,850041234,7105 FANNIN ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,AZ26836,AZ,Y,207R00000X,,AZ,N
1000013098,1,,,GARCIA,JAMES,,,,MD,9458 GASTON ST,DALLAS,TX,752011234,9458 GASTON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,TX20779,TX,Y,,,,
1000013163,1,,,PATEL,LINH,,,,PA,9838 HURON ST,PHOENIX,AZ,850041234,9838 HURON ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,2025-08-01,,Y,207RG0100X,AZ13389,AZ,Y,207R00000X,,AZ,N
1000013239,1,,,NGUYEN,ANA,,,,NP,1050 GASTON ST,CHICAGO,IL,606111234,1050 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,IL99932,IL,Y,207R00000X,,IL,N
1000013304,1,,,WILLIAMS,RAJ,,,,DO,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,TX90416,TX,Y,208D00000X,,TX,N
1000013379,1,,,BROWN,ANA,,,,DO,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,TX90722,TX,Y,,,,
1000013510,2,,JOHNSON FAMILY MEDICINE PLLC,,,,,,,,,,,3045 GASTON ST,,CHICAGO,IL,606110000,,JOHNSON,SARAH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000013445,1,,,JOHNSON,MARY,,,,NP,3045 GASTON ST,CHICAGO,IL,606111234,3045 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,IL59393,IL,Y,207R00000X,,IL,N
1000013650,2,,PATEL CARDIOLOGY PLLC,,,,,,,,,,,7867 MAIN ST,,DALLAS,TX,752010000,,PATEL,DAVID,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000013585,1,,,PATEL,RAJ,,,,PA,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,TX43034,TX,Y,207R00000X,,TX,N
1000013791,2,,PATEL FAMILY MEDICINE PLLC,,,,,,,,,,,7867 MAIN ST,,DALLAS,TX,752010000,,PATEL,LINH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000013726,1,,,PATEL,RAJ,,,,MD,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,TX40152,TX,Y,,,,
1000013932,2,,SMITH FAMILY MEDICINE PLLC,,,,,,,,,,,9838 HURON ST,,PHOENIX,AZ,850040000,,SMITH,MARY,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000013866,1,,,SMITH,SARAH,,,,NP,9838 HURON ST,PHOENIX,AZ,850041234,9838 HURON ST,,PHOENIX,AZ,850041234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,AZ14429,AZ,Y,208D00000X,,AZ,N
1000014005,1,,,NGUYEN,JAMES,,,,DO,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,IL39787,IL,Y,,,,
1000014146,2,,WILLIAMS FAMILY MEDICINE PLLC,,,,,,,,,,,2034 HURON ST,,DENVER,CO,802020000,,WILLIAMS,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000014070,1,,,WILLIAMS,RAJ,,,,MD,2034 HURON ST,DENVER,CO,802021234,2034 HURON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,CO80007,CO,Y,207R00000X,,CO,N
1000014211,1,,,PATEL,ANA,,,,DO,7453 FANNIN ST,CHICAGO,IL,606111234,7453 FANNIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,IL11849,IL,Y,208D00000X,,IL,N
1000014286,1,,,JOHNSON,MARY,,,,NP,7867 MAIN ST,DALLAS,TX,752011234,7867 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,2024-03-01,2025-06-01,N,363LF0000X,TX44634,TX,Y,207R00000X,,TX,N
1000014351,1,,,SMITH,LINH,,,,PA,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207RG0100X,IL42571,IL,Y,208D00000X,,IL,N
1000014492,2,,SMITH FAMILY MEDICINE PLLC,,,,,,,,,,,9364 MAIN ST,,DALLAS,TX,752010000,,SMITH,LINH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000014427,1,,,SMITH,MARY,,,,DO,9364 MAIN ST,DALLAS,TX,752011234,9364 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,TX23751,TX,Y,207R00000X,,TX,N
1000014567,1,,,WILLIAMS,LINH,,,,PA,5019 HURON ST,DALLAS,TX,752011234,5019 HURON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,TX76660,TX,Y,208D00000X,,TX,N
1000014708,2,,SMITH CARDIOLOGY PLLC,,,,,,,,,,,2463 MAIN ST,,CHICAGO,IL,606110000,,SMITH,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000014633,1,,,SMITH,DAVID,,,,MD,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207Q00000X,IL67232,IL,Y,,,,
