county_fips,cbsa_code,cbsa_title,area_type,central_outlying
51097,40060,"Richmond, VA",Metropolitan,Outlying
51101,40060,"Richmond, VA",Metropolitan,Outlying
51127,40060,"Richmond, VA",Metropolitan,Outlying
51145,40060,"Richmond, VA",Metropolitan,Outlying
51149,40060,"Richmond, VA",Metropolitan,Central
51183,40060,"Richmond, VA",Metropolitan,Outlying
51570,40060,"Richmond, VA",Metropolitan,Central
51670,40060,"Richmond, VA",Metropolitan,Central
51730,40060,"Richmond, VA",Metropolitan,Central
51760,40060,"Richmond, VA",Metropolitan,Central
21065,40080,"Richmond-Berea, KY",Micropolitan,Outlying
21151,40080,"Richmond-Berea, KY",Micropolitan,Central
21203,40080,"Richmond-Berea, KY",Micropolitan,Outlying
08045,40090,"Rifle, CO",Micropolitan,Central
08097,40090,"Rifle, CO",Micropolitan,Outlying
48427,40100,"Rio Grande City-Roma, TX",Micropolitan,Central
06065,40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan,Central
06071,40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan,Central
56013,40180,"Riverton, WY",Micropolitan,Central
51023,40220,"Roanoke, VA",Metropolitan,Central
51045,40220,"Roanoke, VA",Metropolitan,Outlying
51067,40220,"Roanoke, VA",Metropolitan,Outlying
51161,40220,"Roanoke, VA",Metropolitan,Central
51770,40220,"Roanoke, VA",Metropolitan,Central
51775,40220,"Roanoke, VA",Metropolitan,Central
37083,40260,"Roanoke Rapids, NC",Micropolitan,Central
37131,40260,"Roanoke Rapids, NC",Micropolitan,Outlying
17141,40300,"Rochelle, IL",Micropolitan,Central
27039,40340,"Rochester, MN",Metropolitan,Outlying
27045,40340,"Rochester, MN",Metropolitan,Outlying
27109,40340,"Rochester, MN",Metropolitan,Central
27157,40340,"Rochester, MN",Metropolitan,Outlying
36051,40380,"Rochester, NY",Metropolitan,Outlying
36055,40380,"Rochester, NY",Metropolitan,Central
36069,40380,"Rochester, NY",Metropolitan,Central
36073,40380,"Rochester, NY",Metropolitan,Outlying
36117,40380,"Rochester, NY",Metropolitan,Outlying
17007,40420,"Rockford, IL",Metropolitan,Central
17201,40420,"Rockford, IL",Metropolitan,Central
37153,40460,"Rockingham, NC",Micropolitan,Central
56037,40540,"Rock Springs, WY",Micropolitan,Central
37065,40580,"Rocky Mount, NC",Metropolitan,Central
37127,40580,"Rocky Mount, NC",Metropolitan,Central
29161,40620,"Rolla, MO",Micropolitan,Central
13115,40660,"Rome, GA",Metropolitan,Central
41019,40700,"Roseburg, OR",Micropolitan,Central
35005,40740,"Roswell, NM",Micropolitan,Central
35027,40760,"Ruidoso, NM",Micropolitan,Central
01059,40770,"Russellville, AL",Micropolitan,Central
05115,40780,"Russellville, AR",Micropolitan,Central
05149,40780,"Russellville, AR",Micropolitan,Outlying
22061,40820,"Ruston, LA",Micropolitan,Central
50021,40860,"Rutland, VT",Micropolitan,Central
06017,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan,Central
06061,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan,Central
06067,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan,Central
06113,40900,"Sacramento-Roseville-Folsom, CA",Metropolitan,Outlying
04009,40940,"Safford, AZ",Micropolitan,Central
26145,40980,"Saginaw, MI",Metropolitan,Central
27009,41060,"St. Cloud, MN",Metropolitan,Central
27145,41060,"St. Cloud, MN",Metropolitan,Central
49053,41100,"St. George, UT",Metropolitan,Central
20043,41140,"St. Joseph, MO-KS",Metropolitan,Outlying
29003,41140,"St. Joseph, MO-KS",Metropolitan,Outlying
29021,41140,"St. Joseph, MO-KS",Metropolitan,Central
29063,41140,"St. Joseph, MO-KS",Metropolitan,Outlying
17005,41180,"St. Louis, MO-IL",Metropolitan,Outlying
17013,41180,"St. Louis, MO-IL",Metropolitan,Outlying
17027,41180,"St. Louis, MO-IL",Metropolitan,Outlying
17083,41180,"St. Louis, MO-IL",Metropolitan,Outlying
17117,41180,"St. Louis, MO-IL",Metropolitan,Outlying
17119,41180,"St. Louis, MO-IL",Metropolitan,Central
17133,41180,"St. Louis, MO-IL",Metropolitan,Central
17163,41180,"St. Louis, MO-IL",Metropolitan,Central
29071,41180,"St. Louis, MO-IL",Metropolitan,Outlying
29099,41180,"St. Louis, MO-IL",Metropolitan,Central
29113,41180,"St. Louis, MO-IL",Metropolitan,Outlying
29183,41180,"St. Louis, MO-IL",Metropolitan,Central
29189,41180,"St. Louis, MO-IL",Metropolitan,Central
29219,41180,"St. Louis, MO-IL",Metropolitan,Outlying
29510,41180,"St. Louis, MO-IL",Metropolitan,Central
42047,41260,"St. Marys, PA",Micropolitan,Central
39029,41400,"Salem, OH",Micropolitan,Central
41047,41420,"Salem, OR",Metropolitan,Central
41053,41420,"Salem, OR",Metropolitan,Central
20143,41460,"Salina, KS",Micropolitan,Outlying
20169,41460,"Salina, KS",Micropolitan,Central
06053,41500,"Salinas, CA",Metropolitan,Central
24039,41540,"Salisbury, MD",Metropolitan,Outlying
24045,41540,"Salisbury, MD",Metropolitan,Central
49035,41620,"Salt Lake City-Murray, UT",Metropolitan,Central
49045,41620,"Salt Lake City-Murray, UT",Metropolitan,Outlying
48235,41660,"San Angelo, TX",Metropolitan,Outlying
48451,41660,"San Angelo, TX",Metropolitan,Central
48013,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
48019,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
48029,41700,"San Antonio-New Braunfels, TX",Metropolitan,Central
48091,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
48187,41700,"San Antonio-New Braunfels, TX",Metropolitan,Central
48259,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
48325,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
48493,41700,"San Antonio-New Braunfels, TX",Metropolitan,Outlying
06073,41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan,Central
16017,41760,"Sandpoint, ID",Micropolitan,Central
39043,41780,"Sandusky, OH",Metropolitan,Central
39123,41780,"Sandusky, OH",Metropolitan,Central
37105,41820,"Sanford, NC",Micropolitan,Central
06001,41860,"San Francisco-Oakland-Fremont, CA",Metropolitan,Central
06013,41860,"San Francisco-Oakland-Fremont, CA",Metropolitan,Outlying
06041,41860,"San Francisco-Oakland-Fremont, CA",Metropolitan,Central
06075,41860,"San Francisco-Oakland-Fremont, CA",Metropolitan,Central
06081,41860,"San Francisco-Oakland-Fremont, CA",Metropolitan,Central
06069,41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan,Outlying
06085,41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan,Central
72007,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72009,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72017,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72019,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72021,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72025,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72029,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72031,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72033,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72035,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72037,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72039,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72041,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72045,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72047,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72051,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72053,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72054,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72061,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72063,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72069,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72077,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72085,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72087,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72089,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72091,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72095,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72101,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72103,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Outlying
72105,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72107,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72119,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72127,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72129,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72135,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72137,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72139,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72143,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72145,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
72151,41980,"San Juan-Bayamón-Caguas, PR",Metropolitan,Central
06079,42020,"San Luis Obispo-Paso Robles, CA",Metropolitan,Central
06087,42100,"Santa Cruz-Watsonville, CA",Metropolitan,Central
35049,42140,"Santa Fe, NM",Metropolitan,Central
06083,42200,"Santa Maria-Santa Barbara, CA",Metropolitan,Central
06097,42220,"Santa Rosa-Petaluma, CA",Metropolitan,Central
26033,42300,"Sault Ste. Marie, MI",Micropolitan,Central
13029,42340,"Savannah, GA",Metropolitan,Central
13051,42340,"Savannah, GA",Metropolitan,Central
13103,42340,"Savannah, GA",Metropolitan,Outlying
42015,42380,"Sayre, PA",Micropolitan,Central
31007,42420,"Scottsbluff, NE",Micropolitan,Outlying
31157,42420,"Scottsbluff, NE",Micropolitan,Central
01071,42460,"Scottsboro, AL",Micropolitan,Central
42069,42540,"Scranton--Wilkes-Barre, PA",Metropolitan,Central
42079,42540,"Scranton--Wilkes-Barre, PA",Metropolitan,Central
42131,42540,"Scranton--Wilkes-Barre, PA",Metropolitan,Outlying
10005,42580,"Seaford, DE",Micropolitan,Central
05145,42620,"Searcy, AR",Micropolitan,Central
53033,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan,Central
53053,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan,Central
53061,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan,Central
12061,42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Metropolitan,Central
12055,42700,"Sebring, FL",Metropolitan,Central
29159,42740,"Sedalia, MO",Micropolitan,Central
42109,42780,"Selinsgrove, PA",Micropolitan,Central
01047,42820,"Selma, AL",Micropolitan,Central
45073,42860,"Seneca, SC",Micropolitan,Central
36099,42900,"Seneca Falls, NY",Micropolitan,Central
47155,42940,"Sevierville, TN",Micropolitan,Central
18071,42980,"Seymour, IN",Micropolitan,Central
55078,43020,"Shawano, WI",Micropolitan,Outlying
55115,43020,"Shawano, WI",Micropolitan,Central
40125,43060,"Shawnee, OK",Micropolitan,Central
55117,43100,"Sheboygan, WI",Metropolitan,Central
37045,43140,"Shelby-Kings Mountain, NC",Micropolitan,Central
47003,43180,"Shelbyville, TN",Micropolitan,Central
53045,43220,"Shelton, WA",Micropolitan,Central
56033,43260,"Sheridan, WY",Micropolitan,Central
48181,43300,"Sherman-Denison, TX",Metropolitan,Central
04017,43320,"Show Low, AZ",Micropolitan,Central
22015,43340,"Shreveport-Bossier City, LA",Metropolitan,Central
22017,43340,"Shreveport-Bossier City, LA",Metropolitan,Central
22031,43340,"Shreveport-Bossier City, LA",Metropolitan,Outlying
39149,43380,"Sidney, OH",Micropolitan,Central
04003,43420,"Sierra Vista-Douglas, AZ",Metropolitan,Central
29133,43460,"Sikeston, MO",Micropolitan,Outlying
29201,43460,"Sikeston, MO",Micropolitan,Central
35017,43500,"Silver City, NM",Micropolitan,Central
19193,43580,"Sioux City, IA-NE-SD",Metropolitan,Central
31043,43580,"Sioux City, IA-NE-SD",Metropolitan,Central
46127,43580,"Sioux City, IA-NE-SD",Metropolitan,Central
27133,43620,"Sioux Falls, SD-MN",Metropolitan,Outlying
46083,43620,"Sioux Falls, SD-MN",Metropolitan,Central
46087,43620,"Sioux Falls, SD-MN",Metropolitan,Outlying
46099,43620,"Sioux Falls, SD-MN",Metropolitan,Central
46125,43620,"Sioux Falls, SD-MN",Metropolitan,Outlying
22103,43640,"Slidell-Mandeville-Covington, LA",Metropolitan,Central
48415,43660,"Snyder, TX",Micropolitan,Central
21199,43700,"Somerset, KY",Micropolitan,Central
42111,43740,"Somerset, PA",Micropolitan,Central
06109,43760,"Sonora, CA",Micropolitan,Central
18141,43780,"South Bend-Mishawaka, IN-MI",Metropolitan,Central
26027,43780,"South Bend-Mishawaka, IN-MI",Metropolitan,Central
55081,43890,"Sparta, WI",Micropolitan,Central
45083,43900,"Spartanburg, SC",Metropolitan,Central
45087,43900,"Spartanburg, SC",Metropolitan,Outlying
46081,43940,"Spearfish, SD",Micropolitan,Central
19041,43980,"Spencer, IA",Micropolitan,Central
19059,44020,"Spirit Lake, IA",Micropolitan,Central
53063,44060,"Spokane-Spokane Valley, WA",Metropolitan,Central
53065,44060,"Spokane-Spokane Valley, WA",Metropolitan,Outlying
17129,44100,"Springfield, IL",Metropolitan,Outlying
17167,44100,"Springfield, IL",Metropolitan,Central
25013,44140,"Springfield, MA",Metropolitan,Central
29043,44180,"Springfield, MO",Metropolitan,Central
29059,44180,"Springfield, MO",Metropolitan,Outlying
29077,44180,"Springfield, MO",Metropolitan,Central
29167,44180,"Springfield, MO",Metropolitan,Outlying
29225,44180,"Springfield, MO",Metropolitan,Outlying
39023,44220,"Springfield, OH",Metropolitan,Central
28105,44260,"Starkville, MS",Micropolitan,Central
28155,44260,"Starkville, MS",Micropolitan,Outlying
42027,44300,"State College, PA",Metropolitan,Central
13031,44340,"Statesboro, GA",Micropolitan,Central
13109,44340,"Statesboro, GA",Micropolitan,Outlying
51015,44420,"Staunton-Stuarts Draft, VA",Metropolitan,Central
51790,44420,"Staunton-Stuarts Draft, VA",Metropolitan,Central
51820,44420,"Staunton-Stuarts Draft, VA",Metropolitan,Central
08081,44460,"Steamboat Springs, CO",Micropolitan,Outlying
08107,44460,"Steamboat Springs, CO",Micropolitan,Central
48143,44500,"Stephenville, TX",Micropolitan,Central
08075,44540,"Sterling, CO",Micropolitan,Central
17195,44580,"Sterling, IL",Micropolitan,Central
55097,44620,"Stevens Point-Plover, WI",Micropolitan,Central
40119,44660,"Stillwater, OK",Micropolitan,Central
06077,44700,"Stockton-Lodi, CA",Metropolitan,Central
19021,44740,"Storm Lake, IA",Micropolitan,Central
26149,44780,"Sturgis, MI",Micropolitan,Central
48223,44860,"Sulphur Springs, TX",Micropolitan,Central
13055,44900,"Summerville, GA",Micropolitan,Central
45085,44940,"Sumter, SC",Metropolitan,Central
42093,44980,"Sunbury, PA",Micropolitan,Outlying
42097,44980,"Sunbury, PA",Micropolitan,Central
06035,45000,"Susanville, CA",Micropolitan,Central
48353,45020,"Sweetwater, TX",Micropolitan,Central
36053,45060,"Syracuse, NY",Metropolitan,Outlying
36067,45060,"Syracuse, NY",Metropolitan,Central
36075,45060,"Syracuse, NY",Metropolitan,Outlying
40021,45140,"Tahlequah, OK",Micropolitan,Central
01037,45180,"Talladega-Sylacauga, AL",Micropolitan,Outlying
01121,45180,"Talladega-Sylacauga, AL",Micropolitan,Central
12039,45220,"Tallahassee, FL",Metropolitan,Outlying
12065,45220,"Tallahassee, FL",Metropolitan,Outlying
12073,45220,"Tallahassee, FL",Metropolitan,Central
12129,45220,"Tallahassee, FL",Metropolitan,Outlying
12053,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,Outlying
12057,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,Central
12101,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,Central
12103,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan,Central
35055,45340,"Taos, NM",Micropolitan,Central
17021,45380,"Taylorville, IL",Micropolitan,Central
18021,45460,"Terre Haute, IN",Metropolitan,Outlying
18153,45460,"Terre Haute, IN",Metropolitan,Outlying
18165,45460,"Terre Haute, IN",Metropolitan,Outlying
18167,45460,"Terre Haute, IN",Metropolitan,Central
05081,45500,"Texarkana, TX-AR",Metropolitan,Outlying
05091,45500,"Texarkana, TX-AR",Metropolitan,Central
48037,45500,"Texarkana, TX-AR",Metropolitan,Central
41065,45520,"The Dalles, OR",Micropolitan,Central
13293,45580,"Thomaston, GA",Micropolitan,Central
13131,45620,"Thomasville, GA",Micropolitan,Outlying
13275,45620,"Thomasville, GA",Micropolitan,Central
39147,45660,"Tiffin, OH",Micropolitan,Central
13277,45700,"Tifton, GA",Micropolitan,Central
13287,45700,"Tifton, GA",Micropolitan,Outlying
13257,45740,"Toccoa, GA",Micropolitan,Central
39051,45780,"Toledo, OH",Metropolitan,Outlying
39095,45780,"Toledo, OH",Metropolitan,Central
39173,45780,"Toledo, OH",Metropolitan,Central
20085,45820,"Topeka, KS",Metropolitan,Outlying
20087,45820,"Topeka, KS",Metropolitan,Outlying
20139,45820,"Topeka, KS",Metropolitan,Outlying
20177,45820,"Topeka, KS",Metropolitan,Central
20197,45820,"Topeka, KS",Metropolitan,Outlying
09160,45860,"Torrington, CT",Micropolitan,Central
48389,45880,"Town of Pecos, TX",Micropolitan,Central
26019,45900,"Traverse City, MI",Metropolitan,Outlying
26055,45900,"Traverse City, MI",Metropolitan,Central
26079,45900,"Traverse City, MI",Metropolitan,Outlying
26089,45900,"Traverse City, MI",Metropolitan,Outlying
34021,45940,"Trenton-Princeton, NJ",Metropolitan,Central
01109,45980,"Troy, AL",Micropolitan,Central
06057,46020,"Truckee-Grass Valley, CA",Micropolitan,Central
04019,46060,"Tucson, AZ",Metropolitan,Central
47031,46100,"Tullahoma-Manchester, TN",Micropolitan,Central
47127,46100,"Tullahoma-Manchester, TN",Micropolitan,Outlying
40037,46140,"Tulsa, OK",Metropolitan,Central
40111,46140,"Tulsa, OK",Metropolitan,Outlying
40113,46140,"Tulsa, OK",Metropolitan,Central
40117,46140,"Tulsa, OK",Metropolitan,Outlying
40131,46140,"Tulsa, OK",Metropolitan,Outlying
40143,46140,"Tulsa, OK",Metropolitan,Central
40145,46140,"Tulsa, OK",Metropolitan,Central
28057,46180,"Tupelo, MS",Micropolitan,Outlying
28081,46180,"Tupelo, MS",Micropolitan,Central
28117,46180,"Tupelo, MS",Micropolitan,Outlying
01063,46220,"Tuscaloosa, AL",Metropolitan,Outlying
01065,46220,"Tuscaloosa, AL",Metropolitan,Outlying
01107,46220,"Tuscaloosa, AL",Metropolitan,Outlying
01125,46220,"Tuscaloosa, AL",Metropolitan,Central
16053,46300,"Twin Falls, ID",Metropolitan,Outlying
16083,46300,"Twin Falls, ID",Metropolitan,Central
48423,46340,"Tyler, TX",Metropolitan,Central
06045,46380,"Ukiah, CA",Micropolitan,Central
47131,46460,"Union City, TN",Micropolitan,Central
39021,46500,"Urbana, OH",Micropolitan,Central
15003,46520,"Urban Honolulu, HI",Metropolitan,Central
36043,46540,"Utica-Rome, NY",Metropolitan,Outlying
36065,46540,"Utica-Rome, NY",Metropolitan,Central
72141,46580,"Utuado, PR",Micropolitan,Central
48463,46620,"Uvalde, TX",Micropolitan,Central
13027,46660,"Valdosta, GA",Metropolitan,Outlying
13101,46660,"Valdosta, GA",Metropolitan,Outlying
13173,46660,"Valdosta, GA",Metropolitan,Outlying
13185,46660,"Valdosta, GA",Metropolitan,Central
06095,46700,"Vallejo, CA",Metropolitan,Central
39161,46780,"Van Wert, OH",Micropolitan,Central
46027,46820,"Vermillion, SD",Micropolitan,Central
49047,46860,"Vernal, UT",Micropolitan,Central
48487,46900,"Vernon, TX",Micropolitan,Central
28149,46980,"Vicksburg, MS",Micropolitan,Central
48175,47020,"Victoria, TX",Metropolitan,Outlying
48469,47020,"Victoria, TX",Metropolitan,Central
13209,47080,"Vidalia, GA",Micropolitan,Outlying
13279,47080,"Vidalia, GA",Micropolitan,Central
18083,47180,"Vincennes, IN",Micropolitan,Central
34011,47220,"Vineland, NJ",Metropolitan,Central
25007,47240,"Vineyard Haven, MA",Micropolitan,Central
37029,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
37053,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
37073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
51073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51093,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51095,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
51115,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
51181,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
51199,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51550,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51650,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51700,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51710,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51735,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51740,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51800,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
51810,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Central
51830,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metropolitan,Outlying
06107,47300,"Visalia, CA",Metropolitan,Central
18169,47340,"Wabash, IN",Micropolitan,Central
48035,47380,"Waco, TX",Metropolitan,Outlying
48145,47380,"Waco, TX",Metropolitan,Outlying
48309,47380,"Waco, TX",Metropolitan,Central
27167,47420,"Wahpeton, ND-MN",Micropolitan,Central
38077,47420,"Wahpeton, ND-MN",Micropolitan,Central
53071,47460,"Walla Walla, WA",Metropolitan,Central
39011,47540,"Wapakoneta, OH",Micropolitan,Central
13153,47580,"Warner Robins, GA",Metropolitan,Central
13225,47580,"Warner Robins, GA",Metropolitan,Central
42123,47620,"Warren, PA",Micropolitan,Central
29101,47660,"Warrensburg, MO",Micropolitan,Central
18085,47700,"Warsaw, IN",Micropolitan,Central
18027,47780,"Washington, IN",Micropolitan,Central
37013,47820,"Washington, NC",Micropolitan,Central
11001,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
24017,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
24021,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
24033,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51043,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51047,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51153,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51157,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51177,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51187,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51510,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51600,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51610,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51630,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
51683,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
51685,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Central
54037,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan,Outlying
39047,47920,"Washington Court House, OH",Micropolitan,Central
09140,47930,"Waterbury-Shelton, CT",Metropolitan,Central
19013,47940,"Waterloo-Cedar Falls, IA",Metropolitan,Central
19017,47940,"Waterloo-Cedar Falls, IA",Metropolitan,Outlying
19075,47940,"Waterloo-Cedar Falls, IA",Metropolitan,Outlying
46029,47980,"Watertown, SD",Micropolitan,Central
55055,48020,"Watertown-Fort Atkinson, WI",Micropolitan,Central
36045,48060,"Watertown-Fort Drum, NY",Metropolitan,Central
55073,48140,"Wausau, WI",Metropolitan,Central
13229,48180,"Waycross, GA",Micropolitan,Outlying
13299,48180,"Waycross, GA",Micropolitan,Central
37087,48200,"Waynesville, NC",Micropolitan,Central
40039,48220,"Weatherford, OK",Micropolitan,Central
40149,48220,"Weatherford, OK",Micropolitan,Outlying
39081,48260,"Weirton-Steubenville, WV-OH",Metropolitan,Central
54009,48260,"Weirton-Steubenville, WV-OH",Metropolitan,Central
54029,48260,"Weirton-Steubenville, WV-OH",Metropolitan,Central
53007,48300,"Wenatchee-East Wenatchee, WA",Metropolitan,Central
53017,48300,"Wenatchee-East Wenatchee, WA",Metropolitan,Central
29091,48460,"West Plains, MO",Micropolitan,Central
39013,48540,"Wheeling, WV-OH",Metropolitan,Central
54051,48540,"Wheeling, WV-OH",Metropolitan,Outlying
54069,48540,"Wheeling, WV-OH",Metropolitan,Central
55127,48580,"Whitewater-Elkhorn, WI",Micropolitan,Central
20015,48620,"Wichita, KS",Metropolitan,Central
20079,48620,"Wichita, KS",Metropolitan,Outlying
20173,48620,"Wichita, KS",Metropolitan,Central
20191,48620,"Wichita, KS",Metropolitan,Outlying
48009,48660,"Wichita Falls, TX",Metropolitan,Outlying
48077,48660,"Wichita Falls, TX",Metropolitan,Outlying
48485,48660,"Wichita Falls, TX",Metropolitan,Central
12119,48680,"Wildwood-The Villages, FL",Metropolitan,Central
42081,48700,"Williamsport, PA",Metropolitan,Central
38105,48780,"Williston, ND",Micropolitan,Central
27067,48820,"Willmar, MN",Micropolitan,Central
37019,48900,"Wilmington, NC",Metropolitan,Central
37129,48900,"Wilmington, NC",Metropolitan,Central
37141,48900,"Wilmington, NC",Metropolitan,Outlying
39027,48940,"Wilmington, OH",Micropolitan,Central
37195,48980,"Wilson, NC",Micropolitan,Central
47051,49010,"Winchester, TN",Micropolitan,Central
51069,49020,"Winchester, VA-WV",Metropolitan,Central
51840,49020,"Winchester, VA-WV",Metropolitan,Central
54027,49020,"Winchester, VA-WV",Metropolitan,Outlying
32013,49080,"Winnemucca, NV",Micropolitan,Central
