ccn,overall_rating,health_inspection_rating,staffing_rating,qm_rating,rn_hprd,total_nurse_hprd,total_nurse_turnover_pct,num_fines,total_fines_usd,num_payment_denials,num_penalties,source,source_date
105588,2,1,3,5,0.48915,3.36469,34.4,12,180079.00,0,12,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105589,4,5,1,4,,,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105591,3,2,3,5,0.44371,3.71644,43.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105592,4,3,3,5,0.51817,3.71301,51.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105593,5,4,5,4,1.19595,4.87640,,1,18330.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105596,2,2,4,4,0.56731,3.54416,20.1,1,64981.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105597,4,4,3,4,0.87182,3.78155,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105598,4,3,4,5,1.25214,4.08083,29.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105599,2,2,1,5,,,,1,3728.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105600,5,4,4,5,0.53187,3.58171,16.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105601,5,5,2,4,0.55382,3.63195,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105602,1,1,2,4,0.51818,3.72577,56.8,1,157729.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105603,2,1,4,5,0.67466,3.61690,43.3,1,278615.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105604,5,4,5,4,1.26018,3.86394,14.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105606,2,2,3,4,0.44066,3.61886,44.5,1,13501.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105607,2,2,4,3,0.56899,3.62064,40.3,1,16153.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105609,2,2,4,3,0.95405,3.29821,35.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105610,4,4,4,3,0.83932,3.60801,25.8,1,25310.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105611,2,2,4,3,0.86654,3.20517,33.3,3,129401.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105612,5,4,2,5,0.49125,3.71965,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105613,1,1,1,3,0.30616,3.34395,58.9,5,26657.00,0,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105616,2,2,3,3,0.53138,3.60976,58.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105617,3,3,3,4,0.50027,3.64609,52.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105618,2,2,3,2,0.55110,3.37218,39.4,2,164070.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105620,2,2,3,4,0.63977,3.30066,52.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105621,3,3,2,4,0.53961,3.58960,59.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105622,3,3,4,4,0.79403,3.36871,24.8,1,36089.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105623,5,4,4,5,1.82849,4.65153,27.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105624,4,4,3,4,0.40880,3.72302,44.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105626,5,4,3,5,0.59948,3.78981,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105628,4,4,3,3,0.45513,3.55519,56.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105629,4,3,3,5,0.72447,4.04667,42.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105630,5,4,5,5,1.33278,5.39489,36.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105631,1,1,4,4,0.76297,3.42718,50.5,2,150655.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105632,3,2,3,5,0.32459,3.36007,37.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105634,2,2,3,4,0.54625,3.64085,63.4,10,42639.00,1,11,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105635,4,3,4,5,0.65326,4.20813,43.4,2,15646.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105636,4,4,2,3,0.48894,4.08701,64.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105637,4,4,4,4,0.67927,3.59427,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105638,5,4,3,5,0.31759,3.55895,58.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105640,4,3,3,5,0.75797,3.38698,44.0,1,10206.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105641,4,3,5,4,1.14032,3.46297,24.0,4,29355.00,0,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105643,4,4,1,5,,,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105644,1,1,3,4,0.72909,3.35556,44.9,2,57962.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105645,2,1,5,5,0.91077,4.65130,27.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105649,2,2,3,4,0.25713,3.72468,54.1,2,38160.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105650,3,2,4,5,0.95621,3.80118,39.4,5,23560.00,0,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105651,5,4,2,5,0.56204,3.35957,72.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105652,3,2,3,5,0.50908,3.52742,54.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105653,4,4,2,4,0.30939,3.35514,53.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105654,4,3,3,5,0.63824,3.73692,43.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105655,3,3,4,3,0.94378,4.70557,53.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105657,5,4,3,5,0.60553,3.85697,39.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105658,4,3,3,5,0.60947,3.61824,51.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105659,2,2,4,4,0.62149,3.61777,34.4,2,36003.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105660,4,4,4,4,0.95908,3.86015,44.6,1,24252.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105662,4,4,3,4,0.44354,3.77660,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105663,3,2,3,5,0.42589,3.34907,51.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105664,3,3,2,3,0.36326,3.67380,,3,12930.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105665,2,3,1,3,0.32506,3.14681,53.7,8,25723.00,0,8,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105666,3,2,3,5,0.62176,3.56047,57.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105668,5,4,5,4,1.66812,4.71331,17.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105670,4,3,2,5,0.37941,3.35077,54.8,1,5710.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105671,2,1,3,5,0.46606,3.60655,43.8,2,87952.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105672,,,,,1.38052,5.10901,50.8,3,96018.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105673,2,2,3,3,0.49016,3.40353,49.7,1,74386.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105679,3,2,4,5,0.53441,3.47795,11.8,1,15945.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105680,3,3,4,4,0.53775,3.31756,24.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105682,3,3,3,4,0.35685,3.35397,45.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105683,5,5,4,5,0.65372,3.55937,30.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105684,4,3,2,5,0.33339,3.32825,57.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105685,3,2,4,5,0.78259,3.74872,17.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105686,5,3,5,5,0.60580,4.30621,14.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105687,3,3,4,3,0.60905,3.68871,19.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105688,,,,,0.58984,3.53038,64.9,3,408704.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105690,1,1,1,3,0.30309,3.05633,42.7,3,272512.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105692,5,4,3,5,0.41772,3.46632,56.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105693,1,1,2,4,0.52295,3.52794,67.7,2,136136.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105694,2,2,3,2,0.77910,4.25377,47.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105696,4,4,3,4,0.39281,3.79208,41.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105697,4,3,4,5,0.55462,3.88612,48.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105700,3,3,3,4,0.59668,3.67990,37.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105701,3,2,3,5,0.53588,3.57183,40.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105702,1,1,3,4,0.57078,3.61584,50.6,1,50076.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105703,5,4,3,5,0.61336,3.53613,46.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105705,3,3,3,3,0.78649,4.41481,63.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105706,4,4,3,4,0.53969,3.67241,44.2,2,16801.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105707,2,3,1,4,,,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105708,3,2,2,5,0.57834,3.30924,54.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105709,4,3,4,5,0.89521,3.32730,25.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105710,5,4,2,5,0.38983,3.44033,53.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105711,5,5,4,5,0.81885,3.60767,27.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105712,3,2,3,5,0.46557,3.63260,56.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105713,2,2,3,3,0.67196,3.31475,57.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105714,1,1,4,4,1.02028,4.15534,62.9,1,150380.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105715,5,4,4,5,1.12467,4.12356,45.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105717,3,2,3,5,0.57003,3.71628,43.3,1,119636.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105718,3,2,2,5,0.47907,3.20228,50.5,2,7456.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105719,5,4,4,5,1.21824,4.14174,33.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105720,5,5,5,5,1.60528,5.45664,32.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105721,3,2,3,5,0.25481,3.15470,34.4,2,21921.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105723,3,2,2,5,0.62824,3.36237,68.1,1,16801.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105724,4,3,3,5,0.36601,3.42255,37.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105725,2,2,4,4,1.08083,4.22309,37.7,2,10079.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105727,5,5,3,4,0.40989,3.63032,46.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105728,1,1,4,3,1.00156,3.53147,24.5,1,65951.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105729,4,4,4,4,0.80334,3.57960,43.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105730,5,3,5,5,0.85565,4.58876,33.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105731,4,4,4,4,0.82971,3.88614,44.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105732,5,5,4,2,0.67639,4.56499,43.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105733,1,1,3,4,0.53456,3.60455,60.5,2,10039.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105734,4,4,3,4,0.73688,3.47323,37.1,2,19036.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105735,4,3,4,5,0.84348,3.50825,38.8,2,16801.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105736,1,1,3,4,0.55279,3.84481,44.6,4,85965.00,0,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105737,5,5,4,5,0.56979,3.48152,40.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105738,3,2,4,5,0.61662,3.50594,12.9,1,29738.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105743,5,5,5,5,0.87691,5.15257,36.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105744,2,1,4,5,0.91570,4.20456,40.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105745,5,5,5,4,1.18328,4.97434,43.6,4,18324.00,0,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105747,4,4,3,3,0.52769,3.53765,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105749,1,1,3,3,0.64640,3.20899,52.2,2,139355.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105751,4,4,2,3,0.38143,3.87486,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105754,2,2,4,3,0.70569,4.03583,51.0,6,94672.00,0,6,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105755,4,3,5,4,0.88866,3.69273,20.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105756,4,4,4,4,0.66944,3.86651,49.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105757,3,2,2,5,0.89900,3.75446,,2,22133.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105761,2,1,3,5,0.69437,3.67703,66.4,1,319770.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105762,2,2,2,3,0.54266,3.27811,52.5,5,45604.00,0,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105764,2,2,4,4,0.46265,3.36506,57.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105765,2,1,5,5,0.62713,3.80974,27.0,6,277745.00,1,7,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105769,4,3,4,5,0.57974,3.94435,28.1,1,24850.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105770,5,4,4,5,0.49250,3.80024,32.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105774,2,1,5,,1.00068,3.44748,54.4,1,267092.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105776,2,2,1,5,0.34137,3.47042,45.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105777,4,3,3,5,0.83002,3.19363,51.8,1,8172.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105779,5,5,5,4,1.60492,5.55249,24.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105780,3,3,1,5,0.36322,3.28752,44.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105782,5,5,4,4,0.69353,3.71016,27.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105783,5,4,4,5,1.25831,4.29782,39.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105784,5,5,4,4,0.54227,3.96158,47.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105786,4,3,3,5,0.58925,3.59761,50.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105790,3,2,5,3,1.23190,3.96424,20.5,2,10498.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105791,3,2,3,5,0.93510,3.46217,28.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105792,4,3,4,5,0.67010,3.79825,37.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105793,4,4,4,4,0.56504,4.01177,27.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105795,3,2,3,5,0.74260,3.40017,27.0,1,9770.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105796,4,4,4,4,0.49257,4.07493,41.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105797,3,2,2,5,0.67942,3.49205,,1,15737.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105801,5,5,5,5,1.41142,4.83288,30.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105803,4,3,3,5,1.21426,3.35053,34.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105804,4,3,4,5,0.67024,3.61065,28.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105805,4,4,2,3,0.39811,4.30234,70.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105807,5,5,3,2,0.47885,3.62601,38.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105808,4,3,4,5,0.47804,3.54187,26.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105809,5,4,5,3,0.73309,4.85845,39.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105810,2,2,4,4,0.43878,3.60546,44.4,1,43264.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105812,2,1,4,5,0.82461,3.99612,47.5,2,17342.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105813,5,4,4,5,0.38551,4.26686,53.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105816,2,2,2,3,0.30641,3.55653,66.1,3,125355.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105817,5,4,4,5,0.97180,4.99368,47.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105819,2,1,4,5,0.81324,3.71357,24.7,1,72270.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105820,4,4,4,4,1.00614,5.66394,44.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105821,5,5,4,5,0.59498,3.55851,43.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105822,5,4,2,5,0.39474,3.68421,45.7,2,8512.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105824,1,1,3,3,0.34669,3.17766,40.4,3,23375.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105825,4,4,4,4,0.75528,3.48742,61.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105826,5,4,4,5,0.44723,3.28724,50.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105827,5,4,5,5,1.27940,4.41462,19.6,1,9471.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105828,5,5,5,5,1.11433,5.29035,17.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105831,5,4,4,5,0.62569,3.47483,25.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105834,4,4,4,4,0.72971,3.63704,48.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105835,2,1,3,5,0.52770,3.11288,46.7,2,16800.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105837,4,3,4,5,0.74488,3.67602,23.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105838,5,5,5,5,1.78535,5.26012,9.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105839,1,1,3,4,0.50086,3.73555,47.3,1,38724.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105840,3,3,4,2,1.11236,4.14455,57.8,1,9503.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105842,1,1,2,4,0.47302,3.39300,68.0,1,26534.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105843,2,2,4,2,0.69051,3.50015,36.8,2,18106.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105846,1,1,1,4,0.40391,3.26044,63.7,1,157180.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105849,4,3,2,5,0.61535,3.53775,55.1,1,34333.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105851,5,3,5,5,1.43576,5.26979,17.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105852,2,2,3,4,0.71212,3.61125,39.1,1,31736.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105854,5,5,5,5,0.80133,3.84787,24.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105855,3,3,2,4,0.42439,3.44583,65.3,2,24889.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105856,5,5,5,5,1.55477,4.87757,44.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105858,4,3,2,5,0.41393,3.71479,52.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105859,4,3,3,5,0.55026,3.65782,49.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
105860,5,5,4,4,0.70767,3.53052,37.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
