ccn,cahps_summary_star,cahps_professional_star,cahps_communication_star,cahps_medicines_star,cahps_overall_star,cahps_overall_9_10_pct,cahps_recommend_pct,source,source_date
108061,4.0,4.0,4.0,3.0,4.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108063,2.0,2.0,2.0,2.0,2.0,73.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108067,4.0,2.0,4.0,5.0,3.0,83.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108068,3.0,3.0,3.0,2.0,3.0,82.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108069,2.0,2.0,3.0,1.0,1.0,77.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108074,,,,,,98.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108079,,,,,,79.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108092,,,,,,85.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108093,,,,,,98.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108095,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108097,3.0,3.0,5.0,2.0,3.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108105,,,,,,96.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108106,3.0,3.0,1.0,3.0,3.0,80.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108107,,,,,,82.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108113,4.0,3.0,4.0,4.0,4.0,88.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108114,3.0,4.0,2.0,3.0,4.0,84.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108117,2.0,2.0,2.0,2.0,2.0,78.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108119,3.0,3.0,2.0,2.0,3.0,80.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108120,4.0,5.0,5.0,3.0,4.0,93.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108124,3.0,4.0,3.0,3.0,3.0,83.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108125,2.0,2.0,2.0,1.0,1.0,78.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108132,,,,,,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108134,5.0,5.0,5.0,5.0,5.0,93.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108138,1.0,1.0,1.0,1.0,1.0,68.0,56.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108140,,,,,,100.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108146,4.0,4.0,4.0,2.0,4.0,90.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108148,3.0,3.0,3.0,4.0,3.0,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108150,,,,,,95.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108152,,,,,,88.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108153,,,,,,79.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108155,,,,,,83.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108168,3.0,3.0,3.0,3.0,3.0,81.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108169,,,,,,95.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108170,3.0,3.0,3.0,4.0,3.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108171,3.0,3.0,4.0,2.0,3.0,88.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108172,4.0,4.0,5.0,4.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108173,4.0,4.0,4.0,3.0,3.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108175,4.0,4.0,4.0,5.0,3.0,85.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108177,,,,,,76.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108181,4.0,4.0,4.0,5.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108182,,,,,,95.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108183,3.0,3.0,3.0,1.0,5.0,92.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108194,,,,,,96.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108195,3.0,4.0,2.0,4.0,3.0,85.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108202,,,,,,98.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108203,,,,,,73.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108211,4.0,3.0,4.0,4.0,3.0,83.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108215,4.0,4.0,4.0,5.0,4.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108218,4.0,4.0,5.0,3.0,3.0,84.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108219,,,,,,95.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108222,4.0,3.0,5.0,3.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108223,3.0,3.0,2.0,2.0,3.0,86.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108235,4.0,3.0,4.0,4.0,3.0,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108236,4.0,4.0,4.0,3.0,4.0,88.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108240,4.0,4.0,4.0,3.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108241,4.0,4.0,5.0,3.0,4.0,91.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108242,,,,,,91.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108249,4.0,4.0,5.0,4.0,4.0,92.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108250,,,,,,98.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108253,4.0,4.0,5.0,3.0,5.0,96.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108255,,,,,,95.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108257,3.0,3.0,3.0,2.0,3.0,78.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108261,4.0,4.0,5.0,5.0,3.0,85.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108262,3.0,3.0,4.0,2.0,2.0,78.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108270,4.0,4.0,5.0,4.0,3.0,84.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108272,,,,,,74.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108276,,,,,,81.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108280,4.0,4.0,4.0,2.0,4.0,88.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108284,3.0,3.0,3.0,4.0,3.0,84.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108290,3.0,3.0,2.0,2.0,3.0,84.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108291,,,,,,95.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108295,,,,,,77.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108302,,,,,,84.0,61.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108304,,,,,,89.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108305,3.0,3.0,3.0,3.0,3.0,82.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108307,,,,,,81.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108309,4.0,4.0,4.0,3.0,3.0,85.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108312,,,,,,37.0,38.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108314,2.0,2.0,2.0,1.0,1.0,72.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108316,4.0,4.0,5.0,3.0,4.0,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108318,3.0,2.0,2.0,4.0,2.0,82.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108320,3.0,4.0,4.0,2.0,3.0,84.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108324,2.0,3.0,2.0,1.0,3.0,89.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108325,3.0,3.0,3.0,1.0,3.0,85.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108327,,,,,,98.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108330,,,,,,100.0,49.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108331,2.0,2.0,2.0,1.0,2.0,82.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108334,,,,,,54.0,54.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108335,4.0,4.0,5.0,3.0,4.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108339,,,,,,94.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108348,,,,,,98.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108359,4.0,3.0,4.0,5.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108370,4.0,3.0,5.0,3.0,3.0,81.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108371,3.0,3.0,4.0,2.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108372,5.0,5.0,5.0,4.0,4.0,91.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108375,,,,,,61.0,56.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108380,5.0,4.0,5.0,5.0,4.0,90.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108384,3.0,3.0,4.0,3.0,3.0,77.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108389,,,,,,94.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108394,1.0,1.0,1.0,1.0,1.0,70.0,59.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108400,,,,,,97.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108403,,,,,,94.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108406,5.0,5.0,5.0,5.0,5.0,92.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108410,5.0,4.0,5.0,5.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108412,,,,,,86.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108416,4.0,4.0,4.0,3.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108422,,,,,,81.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108428,3.0,3.0,4.0,2.0,3.0,83.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108434,,,,,,81.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108446,,,,,,99.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108449,4.0,4.0,5.0,3.0,3.0,88.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108450,,,,,,100.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108456,,,,,,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108461,4.0,4.0,4.0,2.0,4.0,86.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108467,3.0,3.0,3.0,3.0,2.0,84.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108469,3.0,4.0,3.0,3.0,3.0,83.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108473,,,,,,99.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108476,3.0,3.0,4.0,2.0,2.0,83.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108480,4.0,4.0,4.0,3.0,3.0,86.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108483,,,,,,98.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108498,,,,,,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
108499,2.0,2.0,2.0,2.0,2.0,79.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109002,4.0,4.0,5.0,2.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109005,4.0,4.0,4.0,1.0,5.0,92.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109016,,,,,,67.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109022,,,,,,91.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109028,3.0,3.0,4.0,2.0,3.0,82.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109032,3.0,4.0,3.0,2.0,3.0,87.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109033,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109034,1.0,2.0,1.0,1.0,1.0,79.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109043,,,,,,86.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109044,,,,,,98.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109046,4.0,4.0,5.0,3.0,4.0,88.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109054,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109056,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109058,,,,,,95.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109060,2.0,2.0,2.0,2.0,2.0,83.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109061,3.0,3.0,3.0,1.0,3.0,86.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109065,,,,,,92.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109068,,,,,,95.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109071,4.0,4.0,4.0,2.0,4.0,91.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109072,,,,,,98.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109076,5.0,5.0,5.0,3.0,5.0,92.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109077,,,,,,95.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109078,2.0,2.0,3.0,1.0,2.0,81.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109080,,,,,,96.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109082,,,,,,94.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109098,,,,,,92.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109102,5.0,5.0,5.0,5.0,5.0,93.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109108,4.0,4.0,4.0,4.0,3.0,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109112,,,,,,97.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109119,4.0,4.0,4.0,3.0,4.0,89.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109120,,,,,,97.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109122,4.0,4.0,5.0,2.0,4.0,92.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109137,5.0,4.0,5.0,5.0,5.0,97.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109141,,,,,,97.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109143,3.0,3.0,4.0,2.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109144,,,,,,60.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109153,5.0,4.0,5.0,5.0,4.0,91.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109167,,,,,,98.0,49.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109169,,,,,,94.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109172,,,,,,86.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109177,,,,,,98.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109180,5.0,5.0,5.0,4.0,5.0,97.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109225,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109229,,,,,,98.0,47.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109230,,,,,,92.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109238,,,,,,74.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109239,,,,,,82.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109241,,,,,,76.0,44.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109250,3.0,3.0,4.0,2.0,3.0,80.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109255,2.0,2.0,2.0,1.0,2.0,81.0,64.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109256,,,,,,92.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109265,,,,,,71.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109268,,,,,,67.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109269,3.0,3.0,4.0,3.0,3.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109270,5.0,5.0,5.0,5.0,5.0,94.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109276,4.0,4.0,5.0,3.0,3.0,86.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109286,1.0,2.0,1.0,1.0,1.0,79.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109289,,,,,,82.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109290,,,,,,97.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109294,2.0,2.0,1.0,1.0,2.0,82.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109297,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109324,2.0,2.0,2.0,1.0,4.0,83.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109330,4.0,4.0,5.0,1.0,4.0,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109335,,,,,,52.0,50.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109337,,,,,,88.0,58.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109338,2.0,2.0,2.0,2.0,1.0,78.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109342,5.0,5.0,5.0,4.0,5.0,97.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109343,,,,,,93.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109344,2.0,2.0,2.0,2.0,2.0,83.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109353,4.0,5.0,4.0,1.0,4.0,92.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109361,,,,,,82.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109363,,,,,,95.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109366,4.0,4.0,4.0,3.0,4.0,84.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109371,4.0,4.0,5.0,3.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109382,,,,,,94.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109386,,,,,,20.0,53.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109391,,,,,,93.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109396,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109400,2.0,2.0,2.0,1.0,1.0,79.0,65.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109401,4.0,4.0,4.0,3.0,3.0,86.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109404,,,,,,94.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109406,4.0,4.0,5.0,2.0,4.0,92.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109408,,,,,,91.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109413,,,,,,44.0,60.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109423,4.0,4.0,4.0,3.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109424,,,,,,99.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109430,,,,,,87.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109435,4.0,4.0,5.0,4.0,4.0,93.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109444,2.0,2.0,3.0,1.0,1.0,77.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109445,,,,,,79.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109446,,,,,,82.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109449,4.0,4.0,4.0,3.0,4.0,91.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109450,3.0,3.0,4.0,3.0,3.0,80.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109458,1.0,1.0,2.0,1.0,1.0,65.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109462,3.0,4.0,3.0,2.0,4.0,89.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109466,,,,,,92.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109468,,,,,,55.0,46.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109480,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109485,1.0,1.0,2.0,1.0,1.0,69.0,60.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109494,3.0,3.0,3.0,4.0,3.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109497,,,,,,67.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109499,,,,,,86.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109502,5.0,5.0,5.0,5.0,5.0,94.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109503,2.0,2.0,2.0,2.0,2.0,79.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109509,2.0,2.0,2.0,1.0,2.0,78.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109518,,,,,,66.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109532,3.0,3.0,3.0,2.0,3.0,88.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109537,,,,,,64.0,52.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109541,3.0,3.0,4.0,2.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109544,,,,,,97.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109552,,,,,,93.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109554,,,,,,96.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109556,4.0,5.0,5.0,2.0,5.0,90.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109565,3.0,3.0,3.0,2.0,3.0,77.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109581,3.0,3.0,4.0,3.0,3.0,83.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109591,,,,,,87.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109594,3.0,3.0,4.0,2.0,3.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109602,,,,,,73.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109603,5.0,5.0,5.0,4.0,5.0,95.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109607,1.0,1.0,1.0,2.0,1.0,77.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109610,4.0,4.0,4.0,3.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109612,,,,,,94.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109614,3.0,3.0,3.0,3.0,3.0,84.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109617,,,,,,100.0,56.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109628,4.0,4.0,4.0,3.0,4.0,89.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
109630,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
