ccn,five_star,mortality_rate,hospitalization_rate,readmission_rate,transfusion_rate,source,source_date
072529,3.0,19.0,78.7,14.5,22.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072530,3.0,17.2,151.4,19.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072532,1.0,16.4,173.0,28.7,30.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072533,4.0,20.2,125.7,20.5,37.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072534,4.0,13.7,111.2,21.7,18.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072535,4.0,16.0,87.0,16.6,13.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072536,3.0,16.2,118.9,29.0,18.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072537,4.0,14.4,137.9,31.2,19.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072538,3.0,19.3,170.5,19.6,31.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072539,4.0,16.5,137.1,22.9,16.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072540,2.0,16.8,179.0,29.2,47.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072541,4.0,17.0,133.7,24.8,17.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072543,4.0,16.9,156.5,17.2,13.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072544,4.0,23.8,165.0,31.7,16.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072546,5.0,16.1,178.4,25.3,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072547,3.0,18.7,139.0,31.7,27.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072548,4.0,25.0,175.7,32.8,26.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072549,5.0,14.0,117.8,26.2,8.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072551,5.0,15.4,135.8,25.0,8.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072553,5.0,16.8,126.6,24.0,20.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072554,2.0,19.7,160.6,28.5,44.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072555,3.0,25.6,155.7,22.3,19.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072556,4.0,20.2,133.7,18.2,60.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072557,4.0,19.8,127.7,21.6,10.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
072559,,40.4,135.7,23.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082300,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082302,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082501,3.0,21.5,135.3,28.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082502,3.0,20.0,140.5,19.6,36.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082503,2.0,26.0,162.4,23.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082505,3.0,26.3,161.6,25.5,36.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082506,2.0,20.5,169.6,32.1,161.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082507,2.0,22.4,130.7,28.0,33.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082509,3.0,21.4,143.9,21.8,97.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082510,2.0,24.1,157.6,30.2,29.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082511,3.0,16.7,145.2,30.8,26.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082512,3.0,19.5,116.9,34.3,42.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082513,4.0,19.8,102.5,21.6,9.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082514,3.0,19.8,126.2,28.9,21.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082515,2.0,15.8,203.0,26.6,82.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082516,2.0,19.1,103.8,21.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082517,3.0,17.0,138.7,28.5,33.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082518,2.0,23.8,123.5,33.4,10.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082519,2.0,16.8,119.7,25.8,39.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082520,3.0,23.6,104.1,23.4,55.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082521,5.0,16.4,118.2,22.3,16.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082522,2.0,25.2,175.4,31.2,34.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082523,2.0,24.3,237.9,42.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082524,2.0,22.7,153.7,22.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082525,4.0,19.0,61.7,14.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082526,,30.1,116.5,30.8,35.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082527,2.0,16.8,153.5,30.6,26.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082528,3.0,19.2,130.6,40.5,18.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082529,2.0,28.4,127.1,28.9,68.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082530,5.0,18.7,83.8,5.1,26.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082531,2.0,40.0,105.0,14.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082533,,23.8,163.1,23.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082534,2.0,28.2,275.5,32.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
082599,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092305,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092501,3.0,26.4,113.4,15.9,25.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092503,3.0,16.4,160.4,27.5,15.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092505,3.0,14.8,151.4,25.3,12.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092510,2.0,15.3,150.8,22.5,28.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092513,3.0,18.6,152.1,28.3,22.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092515,3.0,13.7,125.7,24.2,28.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092516,4.0,16.6,100.8,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092517,3.0,16.8,145.1,18.7,48.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092518,3.0,17.3,193.9,32.4,29.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092519,2.0,17.7,149.6,20.4,28.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092520,3.0,20.5,154.8,38.0,25.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092521,3.0,22.8,128.4,27.5,60.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092522,,24.8,182.6,23.7,32.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092526,3.0,12.2,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092527,5.0,18.8,117.7,24.2,5.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092529,3.0,16.3,173.6,32.7,18.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092530,,23.1,111.5,30.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
092531,,13.9,135.0,32.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102302,1.0,17.4,216.8,48.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102303,1.0,22.2,156.2,30.6,31.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102304,,,276.6,15.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102306,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102312,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102314,,,90.8,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102328,,,148.5,34.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102330,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102336,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102341,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102501,3.0,25.9,171.3,26.6,29.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102502,4.0,17.2,172.9,26.3,68.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102503,4.0,16.0,139.0,25.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102504,3.0,21.8,211.8,28.2,21.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102505,1.0,22.2,238.3,41.8,58.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102506,3.0,19.9,180.7,27.9,10.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102510,2.0,17.4,206.8,25.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102511,2.0,24.4,166.9,34.7,40.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102512,2.0,20.0,176.4,41.3,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102513,2.0,17.7,155.3,24.8,20.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102514,2.0,25.8,175.2,30.4,45.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102517,1.0,26.6,128.5,32.8,41.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102518,1.0,34.3,163.2,42.9,10.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102519,2.0,21.8,182.0,35.9,34.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102520,3.0,22.5,196.2,31.5,56.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102521,2.0,24.9,204.5,32.4,53.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102522,5.0,15.1,108.2,21.1,22.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102524,1.0,20.1,164.7,27.5,5.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102525,4.0,23.2,165.5,32.6,13.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102527,2.0,21.7,175.8,25.5,38.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102528,5.0,19.3,123.9,25.3,19.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102529,2.0,21.1,157.6,27.6,18.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102530,3.0,18.8,151.9,28.9,23.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102531,2.0,17.4,140.3,24.0,25.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102532,4.0,17.6,164.2,30.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102534,3.0,17.4,180.7,30.6,10.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102536,3.0,21.1,165.5,42.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102538,3.0,24.6,143.6,37.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102542,4.0,16.7,241.5,36.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102544,4.0,19.4,117.3,37.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102545,1.0,29.4,302.3,31.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102546,1.0,21.2,180.6,28.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102547,3.0,19.1,164.0,32.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102549,2.0,28.3,187.5,31.1,15.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102551,3.0,17.9,131.9,24.7,21.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102553,2.0,16.1,141.6,33.0,40.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102554,2.0,30.7,204.2,23.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102557,3.0,20.5,141.4,22.1,35.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102558,2.0,27.3,199.9,35.7,55.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102559,2.0,18.8,120.7,31.6,28.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102563,3.0,27.3,156.3,27.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102564,2.0,20.4,144.9,19.4,14.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102565,3.0,21.2,158.0,23.7,52.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102566,2.0,22.2,145.6,27.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102569,2.0,24.5,245.6,37.2,5.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102571,2.0,27.8,206.3,31.2,27.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102573,3.0,26.0,209.5,29.6,30.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102574,3.0,26.1,174.9,30.9,21.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102576,1.0,22.3,185.9,31.7,26.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102578,2.0,28.8,237.4,25.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102579,1.0,25.5,190.0,25.3,84.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102581,2.0,22.4,240.3,40.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102583,3.0,27.9,144.6,29.2,8.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102584,3.0,20.0,129.0,30.8,11.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102585,2.0,19.2,324.7,35.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102586,2.0,25.6,138.7,21.7,37.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102587,1.0,34.4,266.9,28.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102590,2.0,19.5,167.8,29.3,36.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102591,3.0,22.4,138.6,29.8,16.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102592,2.0,19.7,181.1,26.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102593,3.0,24.7,176.4,26.9,18.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102594,4.0,16.2,127.2,21.9,17.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102595,4.0,17.7,118.7,27.8,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102596,2.0,22.2,177.9,37.3,41.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102597,1.0,27.4,162.5,24.6,33.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102598,4.0,17.4,181.6,38.1,37.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102602,2.0,23.2,172.5,29.6,70.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102603,2.0,21.1,201.4,35.9,22.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102604,3.0,20.6,165.2,37.4,12.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102605,2.0,23.8,208.6,24.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102609,3.0,22.0,139.5,32.3,15.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102610,1.0,26.6,159.0,28.9,137.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102612,2.0,21.9,146.5,28.3,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102613,2.0,18.0,174.4,24.9,30.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102614,1.0,26.9,163.3,25.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102615,1.0,24.0,167.2,34.0,67.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102616,3.0,26.4,167.7,21.1,29.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102617,2.0,22.4,159.8,38.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102618,3.0,27.0,154.2,31.7,37.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102619,2.0,18.4,229.6,41.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102623,2.0,20.6,203.8,35.2,28.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102624,3.0,25.2,194.2,24.9,11.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102626,1.0,23.7,185.4,24.1,51.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102627,2.0,22.3,124.6,20.4,42.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102629,3.0,21.7,187.3,27.2,35.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102632,2.0,22.5,245.8,29.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102634,2.0,19.6,203.7,32.6,89.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102635,2.0,23.1,174.5,27.4,52.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102636,1.0,23.8,194.9,31.8,45.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102637,2.0,20.7,202.6,37.3,71.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102638,3.0,25.8,166.2,21.9,20.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102639,3.0,21.1,181.9,21.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102642,2.0,23.1,181.3,29.7,37.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102645,3.0,24.8,168.4,31.4,21.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102646,2.0,23.0,192.9,22.4,44.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102647,4.0,13.8,163.0,35.5,15.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102648,3.0,21.9,138.5,32.6,34.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102649,2.0,19.6,137.8,31.0,17.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102651,1.0,24.4,146.2,24.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102652,2.0,17.3,178.6,32.5,51.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102653,3.0,19.6,191.9,17.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102654,3.0,22.9,139.0,27.3,97.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102655,2.0,28.4,165.6,19.8,37.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102656,3.0,21.3,155.3,33.3,22.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102658,4.0,18.4,129.5,13.9,14.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102659,1.0,20.7,158.9,29.2,3.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102660,2.0,21.5,190.5,39.3,31.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102662,1.0,28.0,140.4,29.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102665,2.0,21.2,134.6,34.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102666,3.0,29.5,125.6,33.5,17.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102668,1.0,22.9,143.8,19.6,7.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102670,2.0,23.0,148.9,32.3,53.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102673,2.0,25.9,221.5,34.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102674,2.0,23.0,158.1,30.5,35.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102675,2.0,29.9,190.7,31.6,56.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102676,1.0,24.9,124.7,37.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102678,1.0,25.2,182.6,33.4,32.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102679,2.0,26.2,213.3,24.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102680,3.0,18.3,187.7,32.1,42.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102681,3.0,20.4,152.6,31.7,22.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102683,2.0,28.3,163.1,23.3,49.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102684,2.0,24.0,144.7,21.7,13.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102687,3.0,23.0,203.7,34.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102689,1.0,30.3,213.1,32.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102690,2.0,23.4,180.3,31.0,27.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102692,2.0,24.3,141.1,33.5,39.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102693,3.0,21.4,117.2,22.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102694,3.0,19.6,165.8,24.0,15.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102697,1.0,13.3,231.6,34.9,22.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102700,2.0,22.0,176.0,21.6,15.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102701,2.0,19.1,184.9,34.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102702,2.0,26.4,174.4,30.0,59.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102703,3.0,22.5,174.4,21.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102704,1.0,22.7,223.7,41.9,68.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102705,2.0,20.7,143.2,31.8,60.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102706,2.0,20.2,143.9,32.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102707,3.0,15.1,240.6,20.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102708,3.0,20.6,199.5,24.2,35.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
102709,3.0,22.6,217.2,19.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
