ccn,cahps_summary_star,cahps_recommend_pct,cahps_rating_9_10_pct,cahps_communication_pct,cahps_symptoms_pct,cahps_respect_pct,cahps_timely_pct,cahps_emotional_pct,source,source_date
161504,5.0,94.0,90.0,86.0,78.0,96.0,85.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161505,4.0,91.0,88.0,83.0,80.0,92.0,79.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161506,3.0,84.0,84.0,80.0,73.0,92.0,71.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161507,2.0,83.0,75.0,74.0,67.0,87.0,68.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161508,4.0,91.0,88.0,83.0,74.0,93.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161511,,98.0,95.0,93.0,85.0,98.0,92.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161512,4.0,89.0,82.0,80.0,70.0,92.0,80.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161513,,92.0,89.0,88.0,81.0,96.0,85.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161514,5.0,94.0,89.0,87.0,83.0,95.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161515,,90.0,90.0,86.0,79.0,94.0,80.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161516,3.0,85.0,79.0,81.0,72.0,92.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161517,,93.0,88.0,83.0,79.0,95.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161519,,81.0,84.0,82.0,84.0,96.0,81.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161520,4.0,91.0,88.0,86.0,81.0,93.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161521,,85.0,89.0,88.0,77.0,97.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161525,,85.0,81.0,74.0,66.0,85.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161527,4.0,91.0,83.0,83.0,81.0,93.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161532,,87.0,87.0,87.0,81.0,97.0,83.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161533,,93.0,83.0,88.0,75.0,99.0,90.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161537,5.0,89.0,86.0,88.0,81.0,97.0,85.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161538,5.0,97.0,95.0,92.0,83.0,95.0,86.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161539,,94.0,93.0,95.0,97.0,99.0,94.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161544,5.0,94.0,92.0,84.0,74.0,97.0,81.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161546,,98.0,91.0,88.0,83.0,95.0,84.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161549,5.0,92.0,89.0,85.0,79.0,96.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161551,,93.0,90.0,86.0,87.0,97.0,75.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161552,,72.0,77.0,74.0,63.0,78.0,56.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161553,5.0,94.0,91.0,89.0,79.0,96.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161554,4.0,90.0,87.0,83.0,76.0,93.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161555,,91.0,85.0,81.0,79.0,92.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161562,,93.0,90.0,87.0,78.0,98.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161563,4.0,91.0,91.0,90.0,83.0,98.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161566,3.0,85.0,82.0,79.0,73.0,91.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161567,4.0,91.0,89.0,85.0,80.0,94.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161568,4.0,89.0,85.0,85.0,79.0,94.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161569,5.0,97.0,91.0,89.0,84.0,98.0,93.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161575,,72.0,81.0,81.0,69.0,94.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161577,,99.0,93.0,90.0,80.0,96.0,81.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161580,4.0,91.0,89.0,86.0,79.0,94.0,87.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161581,4.0,94.0,86.0,88.0,82.0,93.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161582,4.0,94.0,83.0,77.0,75.0,92.0,67.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161583,3.0,88.0,86.0,81.0,73.0,91.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161586,,77.0,80.0,75.0,75.0,92.0,82.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161587,3.0,83.0,82.0,77.0,73.0,92.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161592,3.0,89.0,83.0,82.0,72.0,93.0,74.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161593,4.0,89.0,83.0,81.0,75.0,95.0,83.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161594,2.0,75.0,77.0,74.0,66.0,87.0,71.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161595,3.0,80.0,81.0,78.0,77.0,89.0,75.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161596,2.0,68.0,70.0,71.0,60.0,81.0,70.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161597,,79.0,80.0,79.0,67.0,92.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161598,3.0,84.0,81.0,76.0,69.0,90.0,72.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161599,,70.0,70.0,82.0,75.0,86.0,70.0,80.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161602,3.0,81.0,77.0,78.0,73.0,91.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161604,4.0,90.0,86.0,83.0,75.0,93.0,77.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161605,4.0,90.0,86.0,82.0,75.0,94.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161607,4.0,90.0,85.0,82.0,76.0,93.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161608,4.0,88.0,84.0,81.0,74.0,92.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161609,4.0,90.0,85.0,84.0,74.0,92.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161614,3.0,84.0,84.0,77.0,70.0,90.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
161617,,87.0,86.0,85.0,81.0,92.0,86.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171500,4.0,90.0,85.0,84.0,78.0,93.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171503,5.0,91.0,93.0,85.0,81.0,94.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171505,5.0,92.0,89.0,88.0,86.0,95.0,87.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171506,4.0,91.0,86.0,84.0,76.0,91.0,80.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171508,4.0,87.0,80.0,82.0,80.0,91.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171509,4.0,87.0,88.0,89.0,82.0,96.0,85.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171511,4.0,84.0,82.0,83.0,73.0,93.0,85.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171515,4.0,85.0,85.0,81.0,79.0,93.0,84.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171517,4.0,93.0,90.0,90.0,78.0,94.0,80.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171518,4.0,93.0,85.0,87.0,76.0,93.0,84.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171520,,97.0,97.0,92.0,89.0,99.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171522,5.0,95.0,92.0,90.0,87.0,98.0,85.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171523,,91.0,90.0,83.0,80.0,96.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171528,,82.0,77.0,73.0,76.0,88.0,77.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171529,,87.0,85.0,83.0,81.0,93.0,85.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171530,,90.0,87.0,87.0,86.0,93.0,86.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171533,5.0,93.0,89.0,90.0,83.0,98.0,84.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171536,3.0,80.0,79.0,79.0,72.0,91.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171540,4.0,91.0,86.0,81.0,80.0,92.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171542,4.0,89.0,86.0,82.0,75.0,94.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171544,,91.0,85.0,86.0,81.0,93.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171546,,79.0,77.0,75.0,68.0,92.0,80.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171551,3.0,87.0,85.0,78.0,70.0,90.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171556,,85.0,79.0,84.0,73.0,87.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171559,4.0,92.0,86.0,88.0,81.0,93.0,86.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171560,,92.0,87.0,86.0,84.0,92.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171561,4.0,93.0,88.0,84.0,79.0,94.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171562,5.0,81.0,83.0,83.0,80.0,93.0,86.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171564,,89.0,85.0,90.0,80.0,96.0,87.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171566,4.0,89.0,85.0,82.0,75.0,94.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171568,,87.0,80.0,85.0,82.0,93.0,78.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171576,3.0,85.0,82.0,81.0,71.0,91.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171579,4.0,89.0,87.0,83.0,78.0,93.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171580,,78.0,79.0,79.0,70.0,93.0,62.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171582,5.0,90.0,87.0,84.0,78.0,95.0,84.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171585,3.0,85.0,83.0,80.0,69.0,91.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171590,5.0,92.0,87.0,90.0,87.0,95.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171593,,78.0,80.0,75.0,72.0,85.0,64.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171594,4.0,84.0,82.0,79.0,77.0,92.0,80.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171595,,96.0,95.0,87.0,83.0,93.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171597,,75.0,78.0,74.0,85.0,88.0,87.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171598,,77.0,78.0,75.0,67.0,86.0,68.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171599,,75.0,75.0,80.0,69.0,85.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171601,3.0,81.0,80.0,81.0,73.0,87.0,79.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171602,4.0,87.0,82.0,83.0,78.0,96.0,73.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171604,,88.0,88.0,84.0,77.0,94.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171606,,78.0,82.0,82.0,78.0,94.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171609,,88.0,85.0,81.0,78.0,92.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171610,,75.0,79.0,74.0,72.0,90.0,70.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171613,,86.0,81.0,80.0,63.0,89.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171616,4.0,89.0,86.0,82.0,80.0,94.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171617,,81.0,78.0,78.0,66.0,91.0,71.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171620,,83.0,84.0,80.0,73.0,92.0,76.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171621,,83.0,82.0,83.0,78.0,91.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
171623,,86.0,83.0,81.0,82.0,91.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181500,4.0,88.0,81.0,81.0,75.0,91.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181501,5.0,91.0,87.0,86.0,79.0,93.0,86.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181502,4.0,88.0,84.0,83.0,76.0,91.0,80.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181503,4.0,88.0,84.0,84.0,75.0,90.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181506,5.0,93.0,88.0,85.0,80.0,95.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181507,4.0,90.0,84.0,83.0,73.0,91.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181508,,93.0,90.0,90.0,84.0,97.0,89.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181510,5.0,93.0,88.0,88.0,84.0,94.0,89.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181511,5.0,93.0,90.0,84.0,82.0,93.0,84.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181513,4.0,89.0,85.0,86.0,79.0,94.0,84.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181514,4.0,84.0,84.0,83.0,79.0,92.0,83.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181515,5.0,92.0,88.0,86.0,82.0,94.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181517,5.0,96.0,94.0,89.0,84.0,96.0,92.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181518,,94.0,94.0,92.0,89.0,97.0,91.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181519,4.0,89.0,87.0,84.0,75.0,94.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181520,4.0,89.0,85.0,82.0,77.0,93.0,80.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181521,5.0,90.0,84.0,89.0,77.0,95.0,80.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181523,5.0,93.0,91.0,88.0,88.0,94.0,87.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181524,5.0,91.0,89.0,92.0,85.0,96.0,91.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181525,5.0,94.0,88.0,86.0,83.0,95.0,92.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181526,4.0,91.0,87.0,84.0,80.0,92.0,81.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181527,3.0,79.0,73.0,80.0,77.0,87.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
181531,5.0,89.0,91.0,88.0,89.0,94.0,89.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191500,5.0,94.0,91.0,87.0,84.0,94.0,84.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191504,2.0,71.0,69.0,70.0,75.0,83.0,68.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191507,4.0,91.0,87.0,85.0,77.0,93.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191510,4.0,87.0,85.0,88.0,80.0,95.0,82.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191512,3.0,79.0,77.0,81.0,72.0,89.0,71.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191515,3.0,83.0,81.0,82.0,78.0,92.0,78.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191516,5.0,93.0,91.0,90.0,88.0,97.0,86.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191517,4.0,82.0,85.0,86.0,82.0,96.0,84.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191519,,74.0,74.0,77.0,71.0,88.0,77.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191525,,75.0,71.0,82.0,73.0,88.0,62.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191531,,95.0,91.0,93.0,86.0,96.0,90.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191533,4.0,89.0,86.0,87.0,85.0,96.0,80.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191534,,83.0,79.0,75.0,75.0,86.0,69.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191535,,91.0,89.0,89.0,84.0,97.0,87.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191539,4.0,79.0,80.0,83.0,80.0,91.0,73.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191541,,88.0,80.0,84.0,81.0,89.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191542,5.0,89.0,85.0,84.0,75.0,92.0,84.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191551,4.0,88.0,85.0,86.0,83.0,93.0,85.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191553,,84.0,83.0,84.0,80.0,97.0,87.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191558,4.0,85.0,88.0,85.0,78.0,96.0,79.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191560,4.0,86.0,87.0,86.0,78.0,92.0,82.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191561,5.0,95.0,96.0,92.0,95.0,94.0,87.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191563,4.0,86.0,87.0,84.0,77.0,92.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191564,,87.0,83.0,85.0,77.0,92.0,83.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191565,4.0,85.0,82.0,85.0,80.0,93.0,78.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191568,4.0,90.0,86.0,85.0,79.0,92.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191569,3.0,75.0,71.0,80.0,72.0,88.0,72.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191570,,85.0,86.0,86.0,84.0,93.0,84.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191571,,98.0,95.0,91.0,76.0,93.0,86.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191574,5.0,94.0,93.0,89.0,77.0,94.0,94.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191575,,91.0,88.0,86.0,80.0,92.0,87.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191576,5.0,96.0,95.0,93.0,89.0,98.0,91.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191577,,81.0,81.0,88.0,83.0,92.0,79.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191578,4.0,87.0,82.0,82.0,73.0,89.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191579,,84.0,82.0,83.0,73.0,90.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191580,4.0,85.0,88.0,87.0,80.0,92.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191581,,90.0,82.0,82.0,88.0,93.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191591,,76.0,84.0,85.0,82.0,91.0,75.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191594,,80.0,77.0,80.0,78.0,87.0,80.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191597,,81.0,81.0,83.0,76.0,85.0,76.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191601,,85.0,82.0,87.0,82.0,96.0,86.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191602,3.0,84.0,85.0,83.0,78.0,92.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191603,4.0,84.0,78.0,80.0,77.0,92.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191606,,93.0,97.0,92.0,91.0,99.0,98.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191607,,79.0,83.0,77.0,76.0,89.0,73.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191608,,91.0,94.0,95.0,86.0,96.0,90.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191611,,82.0,75.0,86.0,78.0,92.0,81.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191615,,84.0,79.0,82.0,80.0,92.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191616,4.0,87.0,83.0,84.0,81.0,93.0,86.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191620,,92.0,92.0,91.0,85.0,93.0,91.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191623,3.0,79.0,80.0,79.0,77.0,88.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191625,3.0,85.0,79.0,78.0,72.0,89.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191626,5.0,89.0,86.0,84.0,77.0,94.0,82.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191627,5.0,94.0,92.0,87.0,83.0,95.0,84.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191635,,90.0,87.0,86.0,86.0,96.0,84.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191637,,86.0,87.0,85.0,75.0,93.0,85.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191638,4.0,90.0,89.0,87.0,81.0,91.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191639,,82.0,82.0,84.0,64.0,90.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191640,,86.0,88.0,86.0,81.0,93.0,83.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191642,4.0,90.0,86.0,85.0,80.0,92.0,82.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
191649,3.0,85.0,82.0,82.0,76.0,91.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
