ccn,star_rating,timely_initiation_pct,improve_ambulation_pct,improve_bed_transfer_pct,improve_bathing_pct,discharge_to_community_rate,source,source_date
559209,2.5,94.77,76.03,75.63,82.28,88.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559210,2.5,99.25,61.73,63.15,79.14,80.83,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559211,2,92.36,86.02,34.26,80.51,90.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559212,,100,,,,85.25,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559213,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559214,4,95.41,95.9,29.59,93.67,90.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559215,2,89.06,76.81,45.76,66.23,82.6,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559216,2,100,60.75,73.52,62.35,74.67,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559217,3.5,100,83.83,87.04,88.71,84.13,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559218,2,77.78,73.91,68.48,69,87.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559219,3,80.54,91.84,65.93,79.21,93.73,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559220,1.5,89.69,66.44,70.05,58.86,69.55,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559221,3,95.13,79.72,39.24,95.52,88.54,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559222,4,100,90.55,52.37,90.64,87.45,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559223,,,,,,89.33,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559225,3,100,82.76,80.05,87.13,72.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559226,3,100,69.11,69.67,100,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559227,4,98.94,91.67,89.59,97.85,91.46,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559228,3,96.08,81.96,78.71,89.05,89.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559229,4,94.09,95.85,45.12,96.58,91.93,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559230,2.5,93.04,72.5,72.75,97.02,89.78,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559232,4.5,97.73,99.96,98.58,94.08,92.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559233,2,80.82,83.23,78.7,86.46,70.34,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559234,2.5,94.62,73.31,84.28,80.64,85.53,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559235,2,100,66.35,53.58,66.87,85.5,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559236,3,87.42,86.25,88.47,79.55,54.93,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559238,,,,,,86.89,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559239,3,96.71,95.56,58.67,94.36,88.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559240,1.5,92.39,55.38,54.08,46.82,66.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559241,4,98.7,96.85,74.36,96.5,87.35,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559242,3,92.68,91.88,88.56,89.82,91.17,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559243,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559245,3.5,98.34,91.8,65.82,98.15,83.23,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559246,2.5,93.42,75.9,83.41,83.38,92.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559247,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559248,3.5,96.3,87.42,76.57,95.28,87.45,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559249,1.5,91.45,65.43,47.76,74.16,79.75,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559251,,90.91,,,,71.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559253,3.5,97.75,66,57.23,90.61,93.52,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559254,2,100,28.24,34.99,78.31,91.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559256,2.5,100,61.61,67.78,75.19,56.34,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559257,4,100,94.45,78.72,91.55,88.47,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559259,3,97.87,95.51,83.1,88.59,89.52,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559260,4,100,88.24,95.74,95.69,85.86,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559261,2.5,87.96,82.63,75.02,89.66,67.16,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559262,2,69.83,80.52,61.18,77.65,84.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559263,2,87.53,79.23,73.57,84.54,88.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559264,4,96.1,95.3,81.92,95.98,89.32,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559265,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559266,1,56.16,52.29,43.48,58.32,86.63,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559267,2.5,92.65,87.29,59.27,26.1,89.23,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559268,,,,,,92.45,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559269,1.5,88.89,17.45,15.73,32.6,87.31,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559270,4,100,88.55,91.44,89.98,76.55,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559271,2,92.16,80.89,82.12,79.16,87.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559272,5,99.12,95.24,97.43,97.14,90.16,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559273,,100,,,,91.22,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559274,,,,,,74.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559275,2,88.46,89.31,74.04,84.46,88.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559276,2.5,89.41,90.23,85.6,53.68,88.32,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559277,2,95.83,54.45,59.47,55.74,82.13,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559278,4.5,98.91,100,95.91,100,93.37,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559279,4,99.54,90.73,91.67,92.34,88.54,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559280,3.5,99.34,78,83.73,86.69,84.74,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559281,4.5,98.51,92.03,94.49,90.19,95.53,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559282,4,96.06,100,85.17,97.48,87.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559283,,,,,,79.79,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559284,3.5,100,89.06,82.55,86.07,89.85,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559285,2.5,99.32,72.19,49.86,89.05,81.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559286,4,100,91.69,49.77,90.75,84.29,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559287,3.5,97.62,86.43,64.61,95.42,50.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559289,4.5,100,100,100,100,87.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559290,1.5,91.6,73.31,67.22,63.34,62.79,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559291,2,92.86,84.85,72.7,83.6,92.22,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559292,,,,,,87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559293,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559294,4,93,96.11,84.84,99.09,89.83,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559295,3.5,91.01,96.86,52.28,95.26,91.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559296,,,,,,84.99,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559297,3.5,92.59,85.02,89.69,91.47,90.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559298,,,,,,85.84,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559299,3.5,98.04,83.39,82.78,95.79,88.56,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559300,3.5,98.72,100,70.01,100,92.13,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559301,3,99.17,83.3,71.74,89.6,85.99,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559302,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559303,2,97.48,85.9,65.01,73.21,91.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559304,2.5,100,37.79,47.94,85.8,72.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559305,,61.54,,,,81.82,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559306,2,98.28,50.67,53.13,58.22,91.21,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559307,2,97.3,29.1,43.19,54.39,48.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559308,,,,,,75.19,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559309,4.5,99.47,92.07,92.08,94.14,85.34,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559310,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559311,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559312,2.5,99.22,85.61,63.7,89.19,87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559313,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559314,3.5,92.41,91.87,89.65,93.92,92.93,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559315,3,98.11,81.54,66.55,84.93,88.93,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559316,4,97.37,100,85.59,100,84.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559317,1,86.11,56.19,48.23,46.7,82.58,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559318,2,92.31,80.26,63.01,81.4,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559319,3,91.38,100,59.26,89.65,79.85,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559320,2.5,100,77.23,79.58,75.73,74.25,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559321,3,95.83,88.68,70.97,73.65,91.4,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559322,3.5,97.16,87.93,87.83,90.26,85.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559323,4,95.9,92.75,97.96,93.48,91.44,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559325,3.5,96.3,100,84.71,100,90.02,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559326,4,95.45,92.01,95,94.41,91.04,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559327,1.5,83.83,51.75,57.56,64.85,90.89,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559329,3,98.57,82.58,86.26,85.95,81.98,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559330,3.5,96.59,99.15,68.08,74,87.94,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559331,,,,,,76.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559332,2.5,100,84.15,46.39,89.89,89.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559333,2.5,98.46,80.61,83.8,87.4,78.92,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559334,4,97.52,100,83.69,100,83.42,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559335,4.5,90,93.28,94.99,96.83,89.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559336,2.5,86.6,88.43,87.2,88.09,89.4,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559337,,,,,,71.88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559338,2.5,87.27,82.34,41.77,35.75,86.98,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559339,2.5,96.75,81.15,74.39,78.89,91.18,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559340,1.5,88.2,19.67,16.86,18.7,85.55,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559342,,,,,,73.47,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559343,2,58.62,83.53,80.81,71.03,66.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559344,3,97.83,97.73,72.82,87.53,88.07,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559345,2,96.43,16.94,13.7,26.03,86.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559346,4,100,100,57.63,94.49,87.65,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559347,1,70.83,35.42,44.53,35.47,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559348,,,,,,87.56,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559349,3,96,80.01,66.64,64.03,81.23,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559350,2,98.48,80.8,73.7,78.48,91.45,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559351,4.5,77.59,100,100,97.73,85.85,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559352,3,95.92,93.33,77.79,88.78,91.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559353,2.5,97.09,52.67,60.72,83.9,88.77,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559354,4.5,96.34,92.45,94.8,96.27,91.66,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559355,4,93.91,92.64,93.88,97.81,92.77,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559356,3,100,76.64,69.81,91.05,92.97,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559358,3,96.97,81.77,70.15,87.51,90.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559360,2,95.58,82.06,73.01,83.55,89.67,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559361,3.5,91.63,96.62,77.76,92.3,81.76,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559362,1.5,97.12,42.52,47.92,38.54,72.88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559363,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559364,2.5,91.25,92.7,37.7,0,87.56,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559365,4.5,97.94,100,87.43,97.84,90.33,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559366,2,100,67.74,43.99,49.52,89.3,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559367,3.5,100,64.39,0,100,88.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559368,1.5,88.24,72.36,62.11,58.52,74.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559369,3.5,100,100,50.55,98.75,92.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559371,3,98.21,83.9,78.33,88.8,91.11,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559372,2.5,100,84.53,64.41,84.99,91.02,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559373,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559375,2,94.35,79.01,72.33,87.97,88.89,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559376,3.5,100,71.01,78.1,93.48,86.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559377,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559378,2.5,95.24,92.78,60.98,87.66,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559379,4.5,73.2,100,99.99,100,91.83,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559380,3,95.36,82.73,87.25,85.74,84.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559381,2.5,92.21,59.67,83.24,80.43,72.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559382,2,100,46.62,47.08,76.06,67.58,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559385,,,,,,75.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559387,2,98.85,63.86,52.29,62.37,91.76,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559388,3.5,97.83,93.47,45.68,100,83.28,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559390,4,100,92.56,91.45,92.55,85.27,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559391,,100,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559392,2.5,61.36,74.09,64.94,71.38,90.48,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559393,3,93.01,67.8,93.25,97.86,87.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559394,4.5,92.68,100,100,100,73.89,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559395,4.5,99.01,85.85,100,100,82.02,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559397,,,,,,87.98,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559401,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559402,3,96.67,89.21,64.29,92.05,88.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559403,5,98.28,96.85,96.5,100,88.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559404,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559405,3.5,94.63,92.18,96.24,92.95,79.96,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559406,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559407,2.5,92.16,89.83,74.17,88,89.95,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559408,3.5,92.13,99.67,78.3,97.19,91.16,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559409,1.5,90.44,48.65,42.19,40.65,82.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559410,3.5,97.75,85.36,100,86.11,93.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559411,2.5,88.71,74.49,83.72,82.98,83.04,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559412,3,100,86.52,76.32,84.84,68.77,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559413,3,95.24,80.94,64.42,79.84,85.94,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559414,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559415,3.5,99.4,84.51,86.44,88.2,91.69,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559416,3,95.45,95.95,58.17,83.13,83.93,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559417,1.5,83.09,75.43,65.85,77.71,66.46,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559418,1.5,77.55,79.3,48.82,69.01,76.79,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559419,5,95.65,100,100,100,86.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559421,3.5,98.49,97.8,92.8,94.87,87.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559425,4.5,92.86,100,100,100,93.04,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559426,5,98.96,100,96.88,95.3,86.79,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559427,3,97.46,82.69,73.39,85.29,79.38,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559428,3,98.94,87.37,81.1,86.86,94.61,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559429,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559430,2,87.5,75.69,49.02,61.86,88.28,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559431,4.5,90.54,94.9,99.09,96.11,89.17,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559432,4.5,92.09,97.62,93.44,94.48,95.71,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559433,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559434,3,96.55,77.19,65.59,89.7,88.78,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559435,4,99.15,93.32,68.22,94.36,92.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559436,4.5,97.67,100,76.03,100,77.65,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559437,2.5,93.65,83.85,72.46,90.49,85.66,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559438,3,97.06,90.53,83.13,90.23,87.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559439,3,96.75,98.82,66.96,88.64,87.82,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559440,2.5,79.62,69.77,82.09,76.21,80.01,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559441,3,84.54,81.26,93.4,88.68,85.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559442,4,100,86.6,62.17,96.1,91.81,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559443,3.5,91.73,82.85,89.8,98.13,83.78,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559444,,,,,,85.21,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559445,4.5,95.52,91.61,100,100,88.88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559446,3.5,99.88,82.53,81.93,84.26,84.65,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559447,4.5,95.16,100,100,100,86.65,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559448,1.5,96.61,47.45,39.92,37.48,90.84,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559449,3,94.59,84.14,87.06,96.03,88.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559450,4.5,96.43,91.39,93.79,100,96.28,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559451,3.5,97.96,84.91,86.49,89.6,75.69,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559452,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559453,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559454,3,93.42,95.84,78.08,93.21,91.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559455,3,99.21,95.96,72.56,95.18,82.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
559456,3.5,99.19,88.84,55.3,100,84.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
